Title,Streaming Platform,Release Date,Duration,Genres,Award Wins,Award Nominations,Metascore,Critic Category,Critic positive counts,Critic positive percentage,Critic mixed counts,Critic mixed percentage,Critic negative counts,Critic negative percentage,User Score Category,User Score,User positive counts,User positive percentage,User mixed counts,User mixed percentage,User negative counts,User negative percentage
Proud Mary,Screen Gems,"Jan 12, 2018",1 h 29 m,"['Action', 'Crime', 'Drama', 'Thriller']",1,5,35,Generally Unfavorable,1,4,12,52,10,43,Mixed or Average,4.5,8,21,18,47,12,32
The Last Thing He Wanted,Netflix,"Feb 14, 2020",1 h 55 m,"['Crime', 'Drama', 'Mystery', 'Thriller']",1,2,35,Generally Unfavorable,1,6,10,63,5,31,Mixed or Average,4.3,10,29,7,20,18,51
Loser,Sony Pictures Entertainment (SPE),"Jul 21, 2000",1 h 38 m,"['Comedy', 'Romance']",0,1,35,Generally Unfavorable,5,17,10,34,14,48,Mixed or Average,5.7,9,38,9,38,6,25
Friday After Next,New Line Cinema,"Nov 22, 2002",1 h 25 m,"['Comedy', 'Drama']",0,0,35,Generally Unfavorable,4,17,10,42,10,42,Mixed or Average,5.8,12,40,11,37,7,23
Ghost Rider,Sony Pictures Entertainment (SPE),"Feb 16, 2007",1 h 54 m,"['Action', 'Fantasy', 'Thriller']",1,5,35,Generally Unfavorable,1,5,9,45,10,50,Mixed or Average,5.1,86,27,144,45,87,27
Paradise,Image Entertainment,"Oct 18, 2013",1 h 26 m,"['Comedy', 'Drama']",0,0,35,Generally Unfavorable,0,0,10,67,5,33,Mixed or Average,4.8,6,27,7,32,9,41
Kingsglaive: Final Fantasy XV,Stage 6 Films,"Aug 19, 2016",1 h 50 m,"['Animation', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",0,2,35,Generally Unfavorable,1,10,5,50,4,40,Generally Favorable,8.0,404,81,51,10,45,9
Java Heat,IFC Films,"May 10, 2013",1 h 44 m,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",0,0,35,Generally Unfavorable,0,0,5,63,3,38,Mixed or Average,4.7,4,36,1,9,6,55
Beyond a Reasonable Doubt,After Dark Films,"Sep 11, 2009",1 h 46 m,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,35,Generally Unfavorable,0,0,9,82,2,18,Generally Favorable,6.7,8,67,1,8,3,25
Yogi Bear,Warner Bros. Pictures,"Dec 17, 2010",1 h 20 m,"['Animation', 'Adventure', 'Comedy', 'Family']",2,3,35,Generally Unfavorable,2,9,10,43,11,48,Mixed or Average,4.6,33,30,37,34,39,36
Rebel Moon Part 2: The Scargiver,Netflix,"Apr 19, 2024",2 h 2 m,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",2,3,35,Generally Unfavorable,2,7,19,68,7,25,Generally Unfavorable,3.9,66,26,48,19,137,55
The Three Musketeers,Summit Entertainment,"Oct 21, 2011",1 h 50 m,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Thriller']",0,5,35,Generally Unfavorable,1,7,8,53,6,40,Mixed or Average,5.0,56,32,63,36,55,32
I Spy,Columbia Pictures,"Nov 1, 2002",1 h 37 m,"['Action', 'Adventure', 'Comedy', 'Thriller']",2,8,35,Generally Unfavorable,3,10,13,42,15,48,Mixed or Average,5.8,16,43,14,38,7,19
Diablo,Orion Pictures,"Jan 8, 2016",1 h 30 m,"['Action', 'Adventure', 'Drama', 'Thriller', 'Western']",2,5,35,Generally Unfavorable,1,11,4,44,4,44,Generally Unfavorable,2.3,3,14,2,10,16,76
The Wedding Ringer,Screen Gems,"Jan 16, 2015",1 h 41 m,"['Comedy', 'Romance']",2,4,35,Generally Unfavorable,6,22,8,30,13,48,Generally Favorable,6.1,51,50,38,37,13,13
Escape from Planet Earth,"Weinstein Company, The","Feb 15, 2013",1 h 29 m,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",1,1,35,Generally Unfavorable,0,0,8,73,3,27,Mixed or Average,5.3,28,35,30,37,23,28
Diana,Entertainment One,"Nov 1, 2013",1 h 53 m,"['Biography', 'Drama', 'Romance']",2,4,35,Generally Unfavorable,1,4,14,50,13,46,Mixed or Average,4.0,10,20,18,36,22,44
The Binge,Hulu,"Aug 28, 2020",1 h 38 m,['Comedy'],0,0,35,Generally Unfavorable,1,10,4,40,5,50,Generally Unfavorable,2.9,1,9,4,36,6,55
Hannibal Rising,Metro-Goldwyn-Mayer (MGM),"Feb 9, 2007",2 h 1 m,"['Adventure', 'Crime', 'Drama', 'Thriller', 'War']",0,2,35,Generally Unfavorable,4,13,12,40,14,47,Mixed or Average,5.1,30,32,35,37,29,31
Self/less,Focus Features,"Jul 10, 2015",1 h 57 m,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']",0,0,34,Generally Unfavorable,2,7,15,50,13,43,Generally Favorable,6.1,68,49,54,39,17,12
The Other Man,Image Entertainment,"Sep 11, 2009",1 h 28 m,"['Drama', 'Mystery', 'Thriller']",0,0,34,Generally Unfavorable,0,0,6,75,2,25,Mixed or Average,4.9,6,40,4,27,5,33
Mission to Mars,Buena Vista Pictures Distribution,"Mar 10, 2000",1 h 54 m,"['Adventure', 'Sci-Fi', 'Thriller']",0,3,34,Generally Unfavorable,6,17,16,44,14,39,Generally Favorable,6.1,28,44,26,41,9,14
Red Planet,Warner Bros. Pictures,"Nov 10, 2000",1 h 46 m,"['Action', 'Sci-Fi', 'Thriller']",0,1,34,Generally Unfavorable,2,7,14,52,11,41,Generally Favorable,6.5,27,48,23,41,6,11
The Glass House,Columbia Pictures,"Sep 14, 2001",1 h 46 m,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,3,34,Generally Unfavorable,4,24,6,35,7,41,Generally Favorable,6.1,8,29,18,64,2,7
The Glass House,Columbia Pictures,"Sep 14, 2001",1 h 46 m,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,3,34,Generally Unfavorable,4,24,6,35,7,41,Generally Favorable,6.1,8,29,18,64,2,7
Bewitched,Columbia Pictures,"Jun 24, 2005",1 h 42 m,"['Comedy', 'Fantasy', 'Romance']",2,13,34,Generally Unfavorable,4,10,21,54,14,36,Mixed or Average,5.0,18,28,25,38,22,34
The Back-up Plan,CBS Films,"Apr 23, 2010",1 h 46 m,"['Comedy', 'Romance']",0,2,34,Generally Unfavorable,4,13,18,56,10,31,Mixed or Average,5.5,16,31,25,48,11,21
Harold and the Purple Crayon,Columbia Pictures,"Aug 2, 2024",1 h 30 m,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",0,2,34,Generally Unfavorable,1,4,13,57,9,39,Mixed or Average,5.1,16,42,8,21,14,37
The Assignment,Saban Films,"Apr 7, 2017",1 h 35 m,"['Action', 'Crime', 'Thriller']",1,2,34,Generally Unfavorable,5,25,6,30,9,45,Generally Favorable,6.2,3,27,7,64,1,9
Keeping Up with the Joneses,Twentieth Century Fox Film Corporation,"Oct 21, 2016",1 h 45 m,"['Action', 'Comedy']",0,3,34,Generally Unfavorable,2,6,16,52,13,42,Mixed or Average,5.7,30,32,51,54,13,14
A Long Way Down,Magnolia Pictures,"Jul 11, 2014",1 h 36 m,"['Comedy', 'Drama']",0,0,34,Generally Unfavorable,2,10,10,48,9,43,Generally Favorable,6.3,17,55,10,32,4,13
The Messengers,Columbia Pictures,"Feb 2, 2007",1 h 30 m,"['Drama', 'Horror', 'Mystery']",1,3,34,Generally Unfavorable,0,0,8,50,8,50,Mixed or Average,5.7,16,42,12,32,10,26
A Fall from Grace,Netflix,"Jan 17, 2020",2 h,"['Crime', 'Drama', 'Mystery', 'Thriller']",2,2,34,Generally Unfavorable,0,0,3,43,4,57,Mixed or Average,4.9,6,38,4,25,6,38
Twice Born,Entertainment One,"Dec 6, 2013",2 h 7 m,"['Drama', 'Romance', 'War']",0,5,34,Generally Unfavorable,2,15,5,38,6,46,Generally Favorable,7.4,9,82,0,0,2,18
The Forest,Focus Features,"Jan 8, 2016",1 h 33 m,"['Horror', 'Mystery', 'Thriller']",1,2,34,Generally Unfavorable,2,7,17,57,11,37,Mixed or Average,4.7,34,25,56,41,47,34
Bitter Harvest,Roadside Attractions,"Feb 24, 2017",1 h 43 m,"['Drama', 'History', 'Romance', 'War']",0,5,34,Generally Unfavorable,0,0,12,71,5,29,Generally Favorable,6.8,11,65,2,12,4,24
Ghosts of Girlfriends Past,New Line Cinema,"May 1, 2009",1 h 40 m,"['Comedy', 'Fantasy', 'Romance']",1,1,34,Generally Unfavorable,7,24,11,38,11,38,Mixed or Average,5.1,11,28,18,46,10,26
Copperhead,Brainstorm Media,"Jun 28, 2013",2 h,['Drama'],0,3,34,Generally Unfavorable,2,17,6,50,4,33,Mixed or Average,5.6,3,43,2,29,2,29
Miss Congeniality 2: Armed & Fabulous,Warner Bros. Pictures,"Mar 24, 2005",1 h 55 m,"['Action', 'Comedy', 'Crime']",2,6,34,Generally Unfavorable,4,12,15,45,14,42,Mixed or Average,4.8,15,29,18,35,18,35
On the Line,Miramax Films,"Oct 26, 2001",1 h 25 m,"['Comedy', 'Family', 'Romance']",0,4,34,Generally Unfavorable,1,4,14,61,8,35,Mixed or Average,5.5,4,40,3,30,3,30
Tamara,Lions Gate Films,"Feb 3, 2006",1 h 38 m,"['Drama', 'Fantasy', 'Horror', 'Thriller']",0,1,34,Generally Unfavorable,1,10,6,60,3,30,Mixed or Average,6.0,12,46,6,23,8,31
My Life in Ruins,Fox Searchlight Pictures,"Jun 5, 2009",1 h 35 m,"['Comedy', 'Romance']",0,1,34,Generally Unfavorable,2,8,13,52,10,40,Generally Favorable,7.8,9,64,4,29,1,7
The Happening,Twentieth Century Fox Film Corporation,"Jun 13, 2008",1 h 31 m,"['Adventure', 'Drama', 'Sci-Fi', 'Thriller']",1,8,34,Generally Unfavorable,3,8,17,45,18,47,Mixed or Average,4.0,46,18,86,34,124,48
Aloft,Sony Pictures Classics,"May 22, 2015",1 h 52 m,['Drama'],1,3,34,Generally Unfavorable,1,5,10,50,9,45,Mixed or Average,4.4,4,31,3,23,6,46
The Dark Tower,Universal Pictures,"Aug 4, 2017",1 h 35 m,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi', 'Western']",0,4,34,Generally Unfavorable,4,9,22,48,20,43,Mixed or Average,4.5,112,27,141,34,156,38
The Last Witch Hunter,Summit Entertainment,"Oct 23, 2015",1 h 46 m,"['Action', 'Adventure', 'Fantasy']",0,1,34,Generally Unfavorable,3,14,7,32,12,55,Mixed or Average,5.6,90,39,93,41,46,20
Sleepless,Open Road Films (II),"Jan 13, 2017",1 h 35 m,"['Action', 'Crime', 'Thriller']",0,1,34,Generally Unfavorable,1,7,9,60,5,33,Mixed or Average,4.6,9,18,25,51,15,31
The War with Grandpa,Diamond Films,"Oct 9, 2020",1 h 34 m,"['Comedy', 'Drama', 'Family']",1,1,34,Generally Unfavorable,0,0,12,52,11,48,Mixed or Average,5.1,17,31,21,39,16,30
"Berlin, I Love You",Saban Films,"Feb 8, 2019",2 h,"['Drama', 'Romance']",0,0,34,Generally Unfavorable,0,0,6,67,3,33,Overwhelming Dislike,1.6,0,0,1,20,4,80
Dead or Alive: Final,Kino International,"Nov 29, 2002",1 h 29 m,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",0,0,34,Generally Unfavorable,0,0,4,57,3,43,Mixed or Average,5.2,3,33,3,33,3,33
15 Minutes,New Line Cinema,"Mar 9, 2001",2 h,"['Action', 'Crime', 'Drama', 'Thriller']",0,1,34,Generally Unfavorable,8,25,9,28,15,47,Generally Favorable,6.1,12,31,24,62,3,8
The Haunted Mansion,Buena Vista Pictures,"Nov 26, 2003",1 h 28 m,"['Comedy', 'Family', 'Fantasy', 'Horror', 'Mystery']",1,4,34,Generally Unfavorable,4,12,15,44,15,44,Mixed or Average,5.9,17,35,24,50,7,15
Get Hard,Warner Bros.,"Mar 27, 2015",1 h 40 m,"['Comedy', 'Crime', 'Drama']",0,2,34,Generally Unfavorable,3,7,21,49,19,44,Mixed or Average,5.1,64,32,79,40,57,28
Law Abiding Citizen,Overture Films,"Oct 16, 2009",1 h 48 m,"['Action', 'Crime', 'Drama', 'Thriller']",2,6,34,Generally Unfavorable,3,12,11,42,12,46,Generally Favorable,6.8,161,64,59,23,32,13
Ghosted,Apple TV+,"Apr 21, 2023",1 h 56 m,"['Action', 'Adventure', 'Comedy', 'Romance']",1,5,34,Generally Unfavorable,5,17,10,34,14,48,Mixed or Average,4.7,26,28,31,33,37,39
Friday the 13th,New Line Cinema,"Feb 13, 2009",1 h 37 m,"['Horror', 'Mystery', 'Thriller']",2,4,34,Generally Unfavorable,1,3,15,52,13,45,Mixed or Average,5.9,109,40,121,44,43,16
The Late Bloomer,Momentum Pictures,"Oct 7, 2016",1 h 30 m,"['Comedy', 'Drama', 'Romance']",2,2,34,Generally Unfavorable,0,0,4,57,3,43,Generally Unfavorable,3.7,0,0,4,67,2,33
Beyond the Reach,Roadside Attractions,"Apr 17, 2015",1 h 31 m,"['Action', 'Adventure', 'Thriller']",0,0,34,Generally Unfavorable,1,5,10,53,8,42,Mixed or Average,4.8,6,22,14,52,7,26
Vanguard,Gravitas Ventures,"Nov 20, 2020",1 h 47 m,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",1,3,34,Generally Unfavorable,0,0,12,80,3,20,Generally Favorable,7.5,11,73,3,20,1,7
Ghost Rider: Spirit of Vengeance,Columbia Pictures,"Feb 17, 2012",1 h 35 m,"['Action', 'Fantasy', 'Thriller']",0,4,34,Generally Unfavorable,2,9,13,59,7,32,Mixed or Average,4.0,78,20,115,29,198,51
Thunder Force,Netflix,"Apr 9, 2021",1 h 45 m,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",0,4,34,Generally Unfavorable,0,0,20,59,14,41,Generally Unfavorable,3.1,22,19,18,16,76,66
Year One,Columbia Pictures,"Jun 19, 2009",1 h 37 m,['Comedy'],0,1,34,Generally Unfavorable,6,21,8,29,14,50,Mixed or Average,5.0,37,30,46,37,41,33
Motherhood,National Entertainment Media,"Oct 23, 2009",1 h 30 m,"['Comedy', 'Drama']",1,1,34,Generally Unfavorable,3,20,5,33,7,47,Generally Unfavorable,2.8,1,20,1,20,3,60
Fireflies in the Garden,FSI,"Oct 14, 2011",2 h,['Drama'],0,1,34,Generally Unfavorable,1,7,8,57,5,36,Generally Favorable,7.3,10,71,4,29,0,0
The Longest Week,Gravitas Ventures,"Sep 5, 2014",1 h 26 m,"['Comedy', 'Drama', 'Romance']",0,1,34,Generally Unfavorable,2,22,3,33,4,44,Mixed or Average,5.0,1,13,5,63,2,25
Red One,Amazon Studios,"Nov 15, 2024",1 h 42 m,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Mystery']",0,4,34,Generally Unfavorable,2,6,18,51,15,43,Mixed or Average,5.7,122,50,65,27,55,23
Scooby Doo 2: Monsters Unleashed,Warner Home Video,"Mar 26, 2004",1 h 33 m,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi']",2,5,34,Generally Unfavorable,2,7,14,50,12,43,Mixed or Average,5.6,51,35,59,41,34,24
The Ledge,IFC Films,"Jul 8, 2011",1 h 41 m,"['Drama', 'Romance', 'Thriller']",0,1,34,Generally Unfavorable,1,7,8,57,5,36,Mixed or Average,5.7,17,47,8,22,11,31
Doom,Universal Pictures,"Oct 21, 2005",1 h 40 m,"['Action', 'Horror', 'Sci-Fi']",0,3,34,Generally Unfavorable,1,4,13,46,14,50,Mixed or Average,4.9,72,32,84,37,69,31
The Smurfs 2,Columbia Pictures,"Jul 31, 2013",1 h 45 m,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",0,6,34,Generally Unfavorable,1,3,16,53,13,43,Generally Unfavorable,3.9,40,22,50,27,96,52
Alice Through the Looking Glass,Walt Disney Studios Motion Pictures,"May 27, 2016",1 h 53 m,"['Adventure', 'Family', 'Fantasy', 'Mystery']",0,11,34,Generally Unfavorable,3,7,19,45,20,48,Mixed or Average,5.9,165,44,129,35,79,21
The Man from Toronto,Netflix,"Jun 24, 2022",1 h 50 m,"['Action', 'Adventure', 'Comedy', 'Thriller']",1,2,34,Generally Unfavorable,1,5,12,60,7,35,Mixed or Average,5.0,13,25,28,53,12,23
Premature,IFC Midnight,"Jul 2, 2014",1 h 33 m,"['Comedy', 'Drama', 'Fantasy']",0,2,34,Generally Unfavorable,1,11,2,22,6,67,Generally Favorable,7.0,9,69,4,31,0,0
Thr3e,Twentieth Century Fox Film Corporation,"Jan 5, 2007",1 h 41 m,"['Horror', 'Mystery', 'Thriller']",0,0,34,Generally Unfavorable,1,8,6,46,6,46,Mixed or Average,5.9,2,25,5,63,1,13
The Fourth Kind,Universal Pictures,"Nov 6, 2009",1 h 38 m,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",0,1,34,Generally Unfavorable,2,7,16,59,9,33,Mixed or Average,5.5,24,33,33,45,16,22
Imaginary,Lionsgate,"Mar 8, 2024",1 h 44 m,"['Horror', 'Mystery', 'Thriller']",0,0,34,Generally Unfavorable,1,5,9,43,11,52,Mixed or Average,5.0,21,33,23,36,20,31
Mother's Day,Anchor Bay Films,"May 4, 2012",1 h 52 m,"['Drama', 'Horror', 'Thriller']",0,0,34,Generally Unfavorable,0,0,5,56,4,44,Generally Favorable,6.2,11,44,11,44,3,12
Stolen,IFC Films,"Mar 12, 2010",1 h 37 m,"['Crime', 'Drama', 'Mystery']",0,0,34,Generally Unfavorable,0,0,9,75,3,25,Generally Favorable,8.0,7,70,3,30,0,0
Baggage Claim,Fox Searchlight Pictures,"Sep 27, 2013",1 h 36 m,"['Comedy', 'Romance']",0,1,34,Generally Unfavorable,1,4,17,63,9,33,Mixed or Average,4.3,8,38,3,14,10,48
Testosterone,Strand Releasing,"Sep 10, 2004",1 h 45 m,"['Comedy', 'Drama', 'Romance']",0,0,34,Generally Unfavorable,0,0,14,74,5,26,Generally Favorable,7.2,4,80,0,0,1,20
Cheaper by the Dozen 2,Twentieth Century Fox Film Corporation,"Dec 21, 2005",1 h 34 m,"['Adventure', 'Comedy', 'Family']",1,4,34,Generally Unfavorable,2,8,11,46,11,46,Mixed or Average,5.8,21,39,21,39,12,22
The Possession of Michael King,Anchor Bay Films,"Aug 22, 2014",1 h 23 m,['Horror'],0,2,34,Generally Unfavorable,1,10,4,40,5,50,Mixed or Average,4.3,5,24,9,43,7,33
Texas Chainsaw Massacre,Netflix,"Feb 18, 2022",1 h 21 m,"['Crime', 'Horror', 'Thriller']",0,0,34,Generally Unfavorable,3,11,12,43,13,46,Mixed or Average,4.0,35,21,56,34,76,46
Bringing Up Bobby,Monterey Media,"Sep 28, 2012",1 h 33 m,['Comedy'],0,0,34,Generally Unfavorable,1,13,4,50,3,38,Mixed or Average,5.2,5,56,0,0,4,44
Ninja Assassin,Warner Bros. Pictures,"Nov 25, 2009",1 h 39 m,"['Action', 'Thriller']",0,0,34,Generally Unfavorable,3,15,8,40,9,45,Generally Favorable,6.3,52,51,30,30,19,19
Addicted to Fresno,Gravitas Ventures,"Oct 2, 2015",1 h 25 m,"['Comedy', 'Crime', 'Drama']",0,1,34,Generally Unfavorable,1,9,4,36,6,55,Mixed or Average,4.2,1,20,2,40,2,40
My All American,Clarius Entertainment,"Nov 13, 2015",1 h 58 m,"['Biography', 'Drama', 'Sport']",1,1,34,Generally Unfavorable,1,6,7,44,8,50,Generally Favorable,6.4,10,67,2,13,3,20
Yakuza Princess,Magnet Releasing,"Sep 3, 2021",1 h 52 m,"['Action', 'Crime', 'Thriller']",0,0,34,Generally Unfavorable,1,9,5,45,5,45,Mixed or Average,4.1,1,13,3,38,4,50
Devil's Due,Twentieth Century Fox Film Corporation,"Jan 17, 2014",1 h 29 m,"['Horror', 'Mystery']",0,3,34,Generally Unfavorable,2,11,7,39,9,50,Generally Unfavorable,2.9,12,16,9,12,56,73
Siberia,Saban Films,"Jul 13, 2018",1 h 44 m,"['Crime', 'Drama', 'Romance', 'Thriller']",0,3,34,Generally Unfavorable,1,7,6,40,8,53,Generally Unfavorable,3.2,4,10,14,34,23,56
Irreplaceable You,Netflix,"Feb 16, 2018",1 h 36 m,"['Comedy', 'Drama', 'Romance']",0,0,34,Generally Unfavorable,0,0,4,57,3,43,Mixed or Average,5.1,3,38,3,38,2,25
Secret Society of Second Born Royals,Disney+,"Sep 25, 2020",1 h 36 m,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",0,4,34,Generally Unfavorable,2,29,1,14,4,57,Generally Unfavorable,3.4,2,22,0,0,7,78
Basic,Sony Pictures Entertainment (SPE),"Mar 28, 2003",1 h 38 m,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,3,34,Generally Unfavorable,4,12,14,42,15,45,Generally Favorable,7.2,30,63,13,27,5,10
Kings,"Orchard, The","Apr 27, 2018",1 h 32 m,"['Crime', 'Drama', 'Romance', 'Thriller']",0,0,34,Generally Unfavorable,1,6,11,61,6,33,Generally Unfavorable,3.4,1,14,2,29,4,57
ATM,IFC Midnight,"Apr 6, 2012",1 h 30 m,"['Horror', 'Mystery', 'Thriller']",0,0,34,Generally Unfavorable,0,0,7,70,3,30,Mixed or Average,5.2,16,36,14,31,15,33
Uglies,Netflix,"Sep 13, 2024",1 h 40 m,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",1,1,34,Generally Unfavorable,0,0,7,47,8,53,Mixed or Average,4.1,19,32,9,15,32,53
Even Money,Yari Film Group Releasing,"May 18, 2007",1 h 53 m,"['Crime', 'Drama']",0,1,34,Generally Unfavorable,1,10,5,50,4,40,Mixed or Average,5.6,2,40,1,20,2,40
Dead Silence,Universal Pictures,"Mar 16, 2007",1 h 29 m,"['Horror', 'Mystery', 'Thriller']",0,0,34,Generally Unfavorable,1,7,6,40,8,53,Generally Favorable,6.1,53,47,41,36,19,17
Hellions,IFC Midnight,"Sep 18, 2015",1 h 20 m,"['Drama', 'Horror', 'Thriller']",1,2,34,Generally Unfavorable,1,13,3,38,4,50,Mixed or Average,4.4,2,20,4,40,4,40
Big Momma's House 2,Twentieth Century Fox Film Corporation,"Jan 27, 2006",1 h 39 m,"['Comedy', 'Crime']",1,4,34,Generally Unfavorable,1,5,9,45,10,50,Mixed or Average,5.3,18,31,22,38,18,31
"10,000 BC",Warner Bros. Pictures,"Mar 7, 2008",1 h 49 m,"['Action', 'Adventure', 'Drama', 'Fantasy', 'History']",0,0,34,Generally Unfavorable,4,14,8,28,17,59,Mixed or Average,4.3,32,18,78,45,63,36
Knife Fight,IFC Films,"Jan 25, 2013",1 h 40 m,['Drama'],0,0,34,Generally Unfavorable,2,15,4,31,7,54,Mixed or Average,5.7,3,50,2,33,1,17
Zoolander 2,Paramount Pictures,"Feb 12, 2016",1 h 42 m,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Romance']",4,12,34,Generally Unfavorable,6,14,15,36,21,50,Mixed or Average,4.2,60,26,62,27,109,47
Valentine's Day,New Line Cinema,"Feb 12, 2010",2 h 5 m,"['Comedy', 'Romance']",6,14,34,Generally Unfavorable,4,12,14,42,15,45,Mixed or Average,5.2,24,29,37,45,22,27
All About the Benjamins,New Line Cinema,"Mar 8, 2002",1 h 35 m,"['Action', 'Comedy', 'Crime', 'Thriller']",0,0,34,Generally Unfavorable,4,15,10,38,12,46,Generally Favorable,6.8,5,56,3,33,1,11
Snow Day,Paramount Pictures,"Feb 11, 2000",1 h 29 m,"['Adventure', 'Comedy', 'Family']",0,4,34,Generally Unfavorable,4,18,6,27,12,55,Generally Favorable,6.3,12,57,6,29,3,14
21 and Over,Relativity Media,"Mar 1, 2013",1 h 33 m,['Comedy'],1,2,34,Generally Unfavorable,3,14,8,38,10,48,Mixed or Average,5.4,40,34,50,42,29,24
Safe Haven,Relativity Media,"Feb 14, 2013",1 h 55 m,"['Drama', 'Romance', 'Thriller']",3,8,34,Generally Unfavorable,1,3,19,58,13,39,Mixed or Average,5.8,42,45,29,31,23,24
Ice Age: Collision Course,Twentieth Century Fox Film Corporation,"Jul 22, 2016",1 h 34 m,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",2,2,34,Generally Unfavorable,1,4,15,56,11,41,Mixed or Average,4.4,63,25,90,35,104,40
Point Break,Warner Bros. Pictures,"Dec 25, 2015",1 h 54 m,"['Action', 'Adventure', 'Crime', 'Sport', 'Thriller']",2,6,34,Generally Unfavorable,2,10,7,33,12,57,Mixed or Average,4.0,33,22,50,34,65,44
Undead,Lions Gate Films,"Jul 1, 2005",1 h 37 m,"['Action', 'Comedy', 'Fantasy', 'Horror', 'Sci-Fi']",3,3,34,Generally Unfavorable,2,10,9,45,9,45,Mixed or Average,5.8,4,44,2,22,3,33
Kill Me Later,Lions Gate Films,"Sep 14, 2001",1 h 29 m,"['Crime', 'Drama', 'Romance', 'Thriller']",0,0,34,Generally Unfavorable,1,13,4,50,3,38,Generally Favorable,6.1,4,44,4,44,1,11
Town & Country,New Line Cinema,"Apr 27, 2001",1 h 44 m,"['Comedy', 'Romance']",1,6,34,Generally Unfavorable,3,12,11,42,12,46,Mixed or Average,5.7,2,33,3,50,1,17
Eulogy,Lions Gate Films,"Oct 15, 2004",1 h 31 m,"['Comedy', 'Drama']",0,0,34,Generally Unfavorable,0,0,6,50,6,50,Mixed or Average,5.3,0,0,6,86,1,14
