Title,Streaming Platform,Release Date,Duration,Genres,Award Wins,Award Nominations,Metascore,Critic Category,Critic positive counts,Critic positive percentage,Critic mixed counts,Critic mixed percentage,Critic negative counts,Critic negative percentage,User Score Category,User Score,User positive counts,User positive percentage,User mixed counts,User mixed percentage,User negative counts,User negative percentage
Jim: The James Foley Story,Home Box Office (HBO),"Jan 28, 2016",1 h 53 m,"['Documentary', 'Biography', 'War']",1,5,73,Generally Favorable,5,63,3,38,0,0,Generally Favorable,6.9,7,88,0,0,1,13
Cold Mountain,Miramax Films,"Dec 25, 2003",2 h 34 m,"['Adventure', 'Drama', 'Romance', 'War']",4,28,73,Generally Favorable,34,83,6,15,1,2,Generally Favorable,7.5,103,79,27,21,1,1
Train to Busan,Well Go USA Entertainment,"Jul 22, 2016",1 h 58 m,"['Action', 'Horror', 'Thriller']",6,23,73,Generally Favorable,15,88,2,12,0,0,Generally Favorable,7.9,407,86,55,12,13,3
Me and Orson Welles,Freestyle Releasing,"Nov 25, 2009",1 h 54 m,"['Comedy', 'Drama']",2,6,73,Generally Favorable,26,87,4,13,0,0,Generally Favorable,7.1,15,63,8,33,1,4
For the Bible Tells Me So,First Run Features,"Oct 5, 2007",1 h 35 m,"['Documentary', 'Romance']",1,2,73,Generally Favorable,11,100,0,0,0,0,Generally Favorable,7.0,6,75,1,13,1,13
Rocket Science,Picturehouse Entertainment,"Aug 10, 2007",1 h 41 m,"['Comedy', 'Drama']",2,7,73,Generally Favorable,25,89,3,11,0,0,Generally Favorable,7.2,10,67,4,27,1,7
American Sniper,Warner Bros. Pictures,"Dec 25, 2014",2 h 12 m,"['Action', 'Biography', 'Drama', 'War']",8,21,73,Generally Favorable,36,75,12,25,0,0,Generally Favorable,6.6,747,64,227,20,186,16
The Pirates! Band of Misfits,Columbia Pictures,"Apr 27, 2012",1 h 28 m,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'History']",0,9,73,Generally Favorable,27,87,4,13,0,0,Generally Favorable,7.0,107,69,40,26,9,6
Never Gonna Snow Again,Kino Lorber,"Jul 30, 2021",1 h 56 m,"['Comedy', 'Drama', 'Mystery']",2,14,73,Generally Favorable,5,71,2,29,0,0,Generally Favorable,7.7,5,83,1,17,0,0
Bill Nye: Science Guy,Public Broadcasting Service (PBS),"Oct 27, 2017",1 h 41 m,['Documentary'],0,1,73,Generally Favorable,11,92,1,8,0,0,Generally Favorable,6.6,5,71,1,14,1,14
The Forgiveness of Blood,Sundance Selects,"Feb 24, 2012",1 h 49 m,['Drama'],4,7,73,Generally Favorable,21,88,3,13,0,0,Generally Favorable,6.6,4,80,0,0,1,20
Funny Pages,A24,"Aug 26, 2022",1 h 26 m,['Comedy'],1,4,73,Generally Favorable,27,84,5,16,0,0,Mixed or Average,6.0,8,57,3,21,3,21
Indie Game: The Movie,BlinkWorks Media,"May 18, 2012",1 h 34 m,"['Documentary', 'Drama']",3,6,73,Generally Favorable,7,88,1,13,0,0,Universal Acclaim,8.6,113,96,3,3,2,2
Declaration of War,Sundance Selects,"Jan 27, 2012",1 h 40 m,['Drama'],6,12,73,Generally Favorable,18,86,3,14,0,0,Mixed or Average,4.5,1,17,3,50,2,33
Anaïs in Love,Magnolia Pictures,"Apr 29, 2022",1 h 38 m,"['Comedy', 'Drama', 'Romance']",2,4,73,Generally Favorable,15,83,3,17,0,0,Mixed or Average,6.0,3,38,4,50,1,13
All Things Must Pass,Gravitas Ventures,"Oct 16, 2015",1 h 34 m,"['Documentary', 'History', 'Music']",0,0,73,Generally Favorable,16,100,0,0,0,0,Generally Favorable,7.7,10,83,2,17,0,0
The Clan,Twentieth Century Fox Film Corporation,"Mar 18, 2016",1 h 50 m,"['Biography', 'Crime', 'Drama', 'Thriller']",9,30,73,Generally Favorable,16,84,3,16,0,0,Generally Favorable,7.0,15,71,6,29,0,0
Not One Less,Columbia TriStar Home Video,"Feb 18, 2000",1 h 46 m,['Drama'],6,12,73,Generally Favorable,18,82,4,18,0,0,Universal Acclaim,8.3,9,100,0,0,0,0
Kill Zone 2,Well Go USA Entertainment,"May 13, 2016",2 h,"['Action', 'Adventure', 'Crime', 'Thriller']",2,7,73,Generally Favorable,8,89,1,11,0,0,Generally Favorable,6.6,13,68,3,16,3,16
The Corporation,Zeitgeist Films,"Jun 4, 2004",2 h 25 m,"['Documentary', 'History']",5,5,73,Generally Favorable,24,86,3,11,1,4,Generally Favorable,7.7,20,80,3,12,2,8
L.I.E.,New Yorker Films,"Sep 7, 2001",1 h 37 m,"['Crime', 'Drama']",7,13,73,Generally Favorable,21,84,4,16,0,0,Generally Favorable,6.7,11,65,4,24,2,12
Beyond the Mat,Universal Pictures,"Mar 17, 2000",1 h 42 m,"['Documentary', 'Biography', 'Sport']",3,4,73,Generally Favorable,21,91,1,4,1,4,Generally Favorable,7.4,7,78,2,22,0,0
Spider-Man: Homecoming,Columbia Pictures,"Jul 7, 2017",2 h 13 m,"['Action', 'Adventure', 'Sci-Fi']",5,9,73,Generally Favorable,45,88,6,12,0,0,Generally Favorable,7.4,2.0k,77,326,12,264,10
Prince Avalanche,Magnolia Pictures,"Aug 9, 2013",1 h 34 m,"['Comedy', 'Drama']",3,4,73,Generally Favorable,25,86,4,14,0,0,Generally Favorable,6.2,28,52,18,33,8,15
Puss in Boots: The Last Wish,Universal Pictures,"Dec 21, 2022",1 h 42 m,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",2,8,73,Generally Favorable,25,86,4,14,0,0,Universal Acclaim,8.8,636,93,31,5,15,2
The Grandmaster,"Weinstein Company, The","Aug 23, 2013",1 h 48 m,"['Action', 'Biography', 'Drama', 'Romance', 'War']",18,28,73,Generally Favorable,30,81,7,19,0,0,Generally Favorable,6.8,70,61,33,29,12,10
The Scandal,Kino International,"Oct 13, 2004",2 h 4 m,['Drama'],6,18,73,Generally Favorable,15,83,3,17,0,0,Mixed or Average,5.8,3,75,0,0,1,25
The Bibi Files,Jolt.Film,"Dec 11, 2024",1 h 55 m,"['Documentary', 'Biography']",2,5,73,Generally Favorable,6,86,1,14,0,0,Generally Favorable,7.0,3,75,0,0,1,25
Gran Torino,Warner Bros. Pictures,"Dec 12, 2008",1 h 56 m,['Drama'],3,8,73,Generally Favorable,26,76,7,21,1,3,Universal Acclaim,8.3,479,91,41,8,7,1
Honey Boy,Amazon Studios,"Nov 8, 2019",1 h 34 m,['Drama'],3,13,73,Generally Favorable,33,80,6,15,2,5,Generally Favorable,7.2,56,74,14,18,6,8
The Killer,Netflix,"Oct 27, 2023",1 h 58 m,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",0,15,73,Generally Favorable,44,75,14,24,1,2,Generally Favorable,6.8,201,65,84,27,24,8
Boiling Point,Saban Films,"Nov 19, 2021",1 h 35 m,"['Drama', 'Thriller']",7,18,73,Generally Favorable,9,69,4,31,0,0,Generally Favorable,7.2,40,77,10,19,2,4
Mr. Roosevelt,Paladin,"Oct 27, 2017",1 h 30 m,['Comedy'],4,5,73,Generally Favorable,12,92,1,8,0,0,Mixed or Average,5.1,4,33,5,42,3,25
Audrie & Daisy,Netflix,"Sep 23, 2016",1 h 35 m,"['Documentary', 'Crime']",1,6,73,Generally Favorable,7,88,0,0,1,13,Mixed or Average,5.6,5,45,3,27,3,27
The Ivory Game,Netflix,"Nov 4, 2016",1 h 52 m,['Documentary'],6,6,73,Generally Favorable,11,92,1,8,0,0,Generally Favorable,7.9,8,80,2,20,0,0
Results,Magnolia Pictures,"May 29, 2015",1 h 45 m,"['Comedy', 'Romance']",0,3,73,Generally Favorable,24,83,3,10,2,7,Mixed or Average,5.2,6,30,9,45,5,25
Cars,Buena Vista Pictures,"Jun 9, 2006",1 h 57 m,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sport']",3,12,73,Generally Favorable,29,74,9,23,1,3,Generally Favorable,7.8,610,81,124,16,20,3
Appropriate Behavior,Gravitas Ventures,"Jan 16, 2015",1 h 26 m,"['Comedy', 'Drama', 'Romance']",2,4,73,Generally Favorable,15,79,4,21,0,0,Generally Favorable,6.8,8,53,6,40,1,7
Witching and Bitching,IFC Midnight,"Jun 13, 2014",1 h 52 m,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror', 'Thriller']",10,24,73,Generally Favorable,9,90,1,10,0,0,Mixed or Average,5.4,7,37,7,37,5,26
Erin Brockovich,Universal Pictures,"Mar 17, 2000",2 h 10 m,"['Biography', 'Drama']",3,15,73,Generally Favorable,26,70,10,27,1,3,Generally Favorable,7.7,116,84,22,16,0,0
Zombieland,Columbia Pictures,"Oct 2, 2009",1 h 28 m,"['Action', 'Comedy', 'Horror']",6,19,73,Generally Favorable,25,81,6,19,0,0,Generally Favorable,7.7,620,85,76,10,33,5
Julieta,Sony Pictures Classics,"Dec 21, 2016",1 h 39 m,"['Drama', 'Mystery', 'Romance']",2,24,73,Generally Favorable,24,77,7,23,0,0,Generally Favorable,7.3,35,73,12,25,1,2
Ferrari,Neon,"Dec 25, 2023",2 h 10 m,"['Biography', 'Drama', 'History', 'Sport']",2,17,73,Generally Favorable,39,71,16,29,0,0,Generally Favorable,6.6,87,60,43,29,16,11
The Lookout,Buena Vista Pictures,"Mar 30, 2007",1 h 39 m,"['Crime', 'Drama', 'Thriller']",1,7,73,Generally Favorable,27,82,6,18,0,0,Generally Favorable,7.2,30,73,10,24,1,2
News of the World,Universal Pictures,"Dec 25, 2020",1 h 58 m,"['Action', 'Adventure', 'Drama', 'Western']",0,14,73,Generally Favorable,38,84,6,13,1,2,Generally Favorable,6.9,99,66,41,28,9,6
Whores' Glory,Kino Lorber,"Apr 20, 2012",1 h 50 m,['Documentary'],3,6,73,Generally Favorable,9,90,1,10,0,0,Generally Favorable,7.5,6,75,1,13,1,13
Girl,Netflix,"Mar 15, 2019",1 h 45 m,['Drama'],13,20,73,Generally Favorable,11,73,3,20,1,7,Generally Favorable,6.1,13,62,5,24,3,14
The Hangover,Warner Bros. Pictures,"Jun 5, 2009",1 h 40 m,['Comedy'],4,13,73,Generally Favorable,26,84,4,13,1,3,Generally Favorable,7.6,613,82,90,12,49,7
The Square,Magnolia Pictures,"Oct 27, 2017",2 h 22 m,"['Comedy', 'Drama']",6,8,73,Generally Favorable,25,76,7,21,1,3,Generally Favorable,7.2,98,71,27,20,13,9
The Club,Music Box Films,"Feb 5, 2016",1 h 38 m,"['Drama', 'Mystery', 'Thriller']",10,21,73,Generally Favorable,18,69,8,31,0,0,Generally Favorable,7.4,28,78,5,14,3,8
The Girl Cut in Two,IFC Films,"Aug 15, 2008",1 h 55 m,"['Drama', 'Thriller']",2,4,73,Generally Favorable,17,81,4,19,0,0,Generally Favorable,7.3,4,67,2,33,0,0
Journey's End,Lionsgate,"Mar 16, 2018",1 h 47 m,"['Drama', 'War']",4,5,73,Generally Favorable,23,82,5,18,0,0,Generally Favorable,6.4,14,52,11,41,2,7
Both Sides of the Blade,IFC Films,"Jul 8, 2022",1 h 56 m,"['Drama', 'Romance', 'Thriller']",1,4,73,Generally Favorable,21,78,5,19,1,4,Generally Favorable,6.1,7,47,6,40,2,13
Share,HBO Films,"Jul 27, 2019",1 h 27 m,"['Crime', 'Drama', 'Mystery']",3,6,73,Generally Favorable,6,75,2,25,0,0,Mixed or Average,5.4,5,38,6,46,2,15
A Borrowed Identity,Strand Releasing,"Jun 26, 2015",1 h 44 m,['Drama'],1,6,73,Generally Favorable,13,93,1,7,0,0,Mixed or Average,5.4,5,56,1,11,3,33
Mea Maxima Culpa: Silence in the House of God,Content Media,"Nov 16, 2012",1 h 46 m,['Documentary'],5,8,73,Generally Favorable,14,88,2,13,0,0,Universal Acclaim,8.4,13,93,0,0,1,7
Battle of the Sexes,Fox Searchlight Pictures,"Sep 22, 2017",2 h 1 m,"['Biography', 'Comedy', 'Drama', 'History', 'Sport']",2,6,73,Generally Favorable,38,83,8,17,0,0,Generally Favorable,6.3,97,61,40,25,21,13
Mission: Impossible - Ghost Protocol,Paramount Pictures,"Dec 16, 2011",2 h 13 m,"['Action', 'Adventure', 'Thriller']",3,15,73,Generally Favorable,38,81,9,19,0,0,Generally Favorable,7.7,830,84,119,12,35,4
Hive,Zeitgeist Films,"Nov 5, 2021",1 h 24 m,['Drama'],7,8,73,Generally Favorable,16,84,3,16,0,0,Generally Favorable,7.1,7,70,2,20,1,10
Cold in July,IFC Films,"May 23, 2014",1 h 49 m,"['Crime', 'Thriller']",1,3,73,Generally Favorable,27,90,3,10,0,0,Generally Favorable,7.4,65,73,23,26,1,1
Jane Austen Wrecked My Life,Sony Pictures Classics,"May 23, 2025",1 h 38 m,"['Comedy', 'Romance']",0,3,73,Generally Favorable,20,80,5,20,0,0,Generally Favorable,7.6,6,75,2,25,0,0
The Company,Sony Pictures Classics,"Dec 25, 2003",1 h 52 m,"['Drama', 'Music', 'Romance']",0,2,73,Generally Favorable,24,75,8,25,0,0,Universal Acclaim,8.7,6,100,0,0,0,0
Layer Cake,Sony Pictures Classics,"May 13, 2005",1 h 45 m,"['Crime', 'Drama', 'Thriller']",2,7,73,Generally Favorable,24,80,6,20,0,0,Generally Favorable,7.2,95,77,21,17,8,6
Palio,Picturehouse Entertainment,"Nov 6, 2015",1 h 31 m,"['Documentary', 'Drama', 'Sport']",1,4,73,Generally Favorable,8,89,1,11,0,0,Generally Favorable,6.1,7,64,2,18,2,18
Ray,Universal Pictures,"Oct 29, 2004",2 h 32 m,"['Biography', 'Drama', 'Music']",8,18,73,Generally Favorable,29,73,11,28,0,0,Universal Acclaim,8.4,142,88,14,9,5,3
Dead Pigs,Film Movement,"Feb 12, 2021",2 h 2 m,"['Comedy', 'Drama', 'Family', 'Musical']",3,5,73,Generally Favorable,10,83,2,17,0,0,Mixed or Average,5.8,4,50,3,38,1,13
The Inspection,A24,"Nov 18, 2022",1 h 40 m,['Drama'],4,14,73,Generally Favorable,25,76,8,24,0,0,Generally Favorable,6.3,9,64,3,21,2,14
Gonzo: The Life and Work of Dr. Hunter S. Thompson,Magnolia Pictures,"Jul 4, 2008",2 h,"['Documentary', 'Biography', 'Music']",1,3,73,Generally Favorable,25,89,3,11,0,0,Universal Acclaim,8.1,13,87,1,7,1,7
The Devil's Bath,Shudder,"Jun 21, 2024",2 h 1 m,"['Drama', 'History', 'Horror', 'Thriller']",12,17,73,Generally Favorable,12,86,2,14,0,0,Generally Favorable,7.7,14,74,5,26,0,0
Kiss Kiss Bang Bang,Warner Bros. Pictures,"Oct 21, 2005",1 h 43 m,"['Comedy', 'Crime', 'Mystery', 'Thriller']",2,11,73,Generally Favorable,33,89,4,11,0,0,Generally Favorable,7.5,160,80,29,14,11,6
Three Monkeys,Zeitgeist Films,"May 1, 2009",1 h 49 m,['Drama'],12,22,73,Generally Favorable,12,86,2,14,0,0,Generally Favorable,7.2,12,71,4,24,1,6
The Adults,Variance Films,"Aug 18, 2023",1 h 31 m,"['Comedy', 'Drama']",0,3,73,Generally Favorable,14,100,0,0,0,0,Generally Favorable,6.1,5,63,2,25,1,13
The New World,New Line Cinema,"Dec 25, 2005",2 h 15 m,"['Biography', 'Drama', 'History', 'Romance']",0,10,73,Generally Favorable,27,71,11,29,0,0,Generally Favorable,7.2,68,67,23,23,11,11
Fire Will Come,Kimstim Films,"Oct 30, 2020",1 h 26 m,"['Crime', 'Drama']",8,21,73,Generally Favorable,10,83,2,17,0,0,Generally Favorable,7.7,3,50,3,50,0,0
The 40 Year Old Virgin,Universal Pictures,"Aug 19, 2005",1 h 56 m,"['Comedy', 'Romance']",5,15,73,Generally Favorable,26,74,9,26,0,0,Generally Favorable,7.4,185,76,52,21,5,2
In This Corner of the World,Shout! Factory,"Aug 11, 2017",2 h 10 m,"['Animation', 'Drama', 'History', 'War']",6,7,73,Generally Favorable,18,86,3,14,0,0,Generally Favorable,7.5,25,78,5,16,2,6
A Royal Affair,Magnolia Pictures,"Nov 9, 2012",2 h 17 m,"['Biography', 'Drama', 'History', 'Romance']",10,19,73,Generally Favorable,22,81,5,19,0,0,Generally Favorable,7.7,57,84,9,13,2,3
Trilogy: The Weeping Meadow,New Yorker Films,"Sep 14, 2005",2 h 50 m,"['Drama', 'History', 'Romance']",2,7,73,Generally Favorable,10,83,2,17,0,0,Universal Acclaim,8.7,6,100,0,0,0,0
Dark Waters,Focus Features,"Nov 22, 2019",2 h 6 m,"['Biography', 'Drama', 'History', 'Thriller']",0,5,73,Generally Favorable,33,87,5,13,0,0,Generally Favorable,8.0,132,90,13,9,2,1
The Puffy Chair,Red Envelope Entertainment,"Jun 2, 2006",1 h 25 m,"['Comedy', 'Drama', 'Romance']",3,5,73,Generally Favorable,15,88,2,12,0,0,Generally Favorable,6.5,3,30,7,70,0,0
Attenberg,Strand Releasing,"Mar 9, 2012",1 h 35 m,"['Comedy', 'Drama', 'Romance']",5,11,73,Generally Favorable,13,100,0,0,0,0,Generally Favorable,6.8,8,67,2,17,2,17
The Original Kings of Comedy,Paramount Pictures,"Aug 18, 2000",1 h 55 m,"['Comedy', 'Documentary']",0,3,73,Generally Favorable,31,84,5,14,1,3,Mixed or Average,6.0,4,44,4,44,1,11
Metal: A Headbanger's Journey,Warner Home Video,"Apr 14, 2006",1 h 36 m,"['Documentary', 'Music']",1,2,73,Generally Favorable,8,80,2,20,0,0,Universal Acclaim,8.1,9,90,1,10,0,0
Shattered Glass,Lions Gate Films,"Oct 31, 2003",1 h 34 m,"['Drama', 'History']",1,8,73,Generally Favorable,33,87,5,13,0,0,Generally Favorable,7.6,25,76,8,24,0,0
Riding Alone for Thousands of Miles,Sony Pictures Classics,"Sep 1, 2006",1 h 47 m,['Drama'],3,10,73,Generally Favorable,17,81,4,19,0,0,Universal Acclaim,8.3,4,100,0,0,0,0
War of the Worlds,Paramount Pictures,"Jun 29, 2005",1 h 56 m,"['Action', 'Adventure', 'Sci-Fi']",1,16,73,Generally Favorable,33,83,6,15,1,3,Generally Favorable,6.9,268,61,140,32,30,7
In My Mother's Skin,Amazon Prime Video,"Oct 12, 2023",1 h 37 m,"['Action', 'Fantasy', 'Horror', 'Thriller', 'War']",0,3,73,Generally Favorable,8,100,0,0,0,0,Mixed or Average,5.6,3,60,0,0,2,40
Love & Basketball,New Line Cinema,"Apr 21, 2000",2 h 4 m,"['Drama', 'Romance', 'Sport']",10,19,73,Generally Favorable,24,83,4,14,1,3,Generally Favorable,6.4,30,70,5,12,8,19
Coded Bias,,"Nov 11, 2020",1 h 30 m,['Documentary'],3,3,73,Generally Favorable,6,86,1,14,0,0,Mixed or Average,4.7,3,43,1,14,3,43
Thirst,Focus Features,"Jul 31, 2009",2 h 13 m,"['Drama', 'Fantasy', 'Horror', 'Romance']",6,16,73,Generally Favorable,17,81,4,19,0,0,Generally Favorable,7.9,58,83,11,16,1,1
Notes on a Scandal,Fox Searchlight Pictures,"Dec 27, 2006",1 h 32 m,"['Crime', 'Drama', 'Romance', 'Thriller']",2,11,73,Generally Favorable,26,74,8,23,1,3,Generally Favorable,7.8,63,83,12,16,1,1
The Dig,Netflix,"Jan 15, 2021",1 h 52 m,"['Biography', 'Drama', 'History']",2,9,73,Generally Favorable,29,83,6,17,0,0,Generally Favorable,6.9,71,68,27,26,7,7
Athena,Netflix,"Sep 9, 2022",1 h 39 m,"['Action', 'Drama', 'Thriller']",3,5,73,Generally Favorable,16,73,6,27,0,0,Mixed or Average,5.4,22,51,9,21,12,28
Good Manners,Distrib Films,"Jul 27, 2018",2 h 15 m,"['Fantasy', 'Horror']",12,24,73,Generally Favorable,9,82,1,9,1,9,Generally Favorable,7.3,10,77,2,15,1,8
Sing Your Song,HBO Documentary Films,"Jan 13, 2012",1 h 44 m,"['Documentary', 'Biography', 'Music']",3,3,73,Generally Favorable,7,78,2,22,0,0,Mixed or Average,5.8,2,50,1,25,1,25
Jimmy Carter: Rock & Roll President,Greenwich Entertainment,"Sep 9, 2020",1 h 35 m,"['Documentary', 'History', 'Music']",3,5,73,Generally Favorable,7,100,0,0,0,0,Generally Favorable,6.5,3,50,2,33,1,17
The Black Power Mixtape 1967-1975,Sundance Selects,"Sep 9, 2011",1 h 40 m,"['Documentary', 'History']",3,7,73,Generally Favorable,12,80,3,20,0,0,Generally Favorable,6.3,6,75,0,0,2,25
The Blue Room,Sundance Selects,"Oct 3, 2014",1 h 16 m,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",1,4,73,Generally Favorable,20,74,7,26,0,0,Mixed or Average,4.7,6,43,3,21,5,36
Amreeka,Imagenation Abu Dhabi FZ,"Sep 4, 2009",1 h 36 m,['Drama'],2,11,73,Generally Favorable,19,79,5,21,0,0,Generally Favorable,7.6,9,90,1,10,0,0
CODA,Apple TV+,"Aug 13, 2021",1 h 51 m,"['Comedy', 'Drama', 'Music']",7,15,72,Generally Favorable,36,78,10,22,0,0,Generally Favorable,7.7,198,84,24,10,14,6
Will-o'-the-Wisp,Strand Releasing,"May 26, 2023",1 h 7 m,"['Comedy', 'Fantasy', 'Musical', 'Romance', 'Sci-Fi']",2,7,72,Generally Favorable,6,86,0,0,1,14,Generally Unfavorable,2.0,1,25,0,0,3,75
Fire Island,Hulu,"Jun 3, 2022",1 h 45 m,"['Comedy', 'Romance']",0,6,72,Generally Favorable,25,78,7,22,0,0,Generally Favorable,6.8,27,66,8,20,6,15
Bros,Universal Pictures,"Sep 30, 2022",1 h 55 m,"['Comedy', 'Romance']",2,7,72,Generally Favorable,39,85,6,13,1,2,Mixed or Average,4.1,77,35,25,11,118,54
Roald Dahl's Matilda The Musical,Netflix,"Dec 9, 2022",1 h 57 m,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Music', 'Musical']",1,6,72,Generally Favorable,20,71,7,25,1,4,Generally Favorable,6.9,31,63,13,27,5,10
Road to Perdition,DreamWorks Distribution,"Jul 12, 2002",1 h 57 m,"['Crime', 'Drama', 'Thriller']",2,18,72,Generally Favorable,29,81,7,19,0,0,Generally Favorable,7.8,193,86,26,12,6,3
Timestalker,Level 33 Entertainment,"Feb 14, 2025",1 h 36 m,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']",0,5,72,Generally Favorable,10,71,4,29,0,0,Generally Favorable,6.2,6,60,3,30,1,10
Ammonite,Gaga,"Nov 13, 2020",2 h,"['Drama', 'History', 'Romance']",2,14,72,Generally Favorable,30,73,11,27,0,0,Generally Favorable,6.9,55,61,27,30,8,9
Climates,Zeitgeist Films,"Oct 27, 2006",1 h 41 m,['Drama'],7,12,72,Generally Favorable,20,80,4,16,1,4,Generally Favorable,7.4,10,83,1,8,1,8
Skate Kitchen,Magnolia Pictures,"Aug 10, 2018",1 h 46 m,['Drama'],2,5,72,Generally Favorable,24,83,3,10,2,7,Generally Favorable,7.0,6,67,2,22,1,11
The Devil's Candy,IFC Midnight,"Mar 17, 2017",1 h 19 m,"['Drama', 'Horror', 'Thriller']",3,6,72,Generally Favorable,8,80,2,20,0,0,Generally Favorable,6.9,16,57,12,43,0,0
Gone Baby Gone,Miramax Films,"Oct 19, 2007",1 h 54 m,"['Crime', 'Drama', 'Mystery', 'Thriller']",2,5,72,Generally Favorable,31,91,3,9,0,0,Generally Favorable,7.8,183,88,21,10,5,2
The Last Stop in Yuma County,Well Go USA Entertainment,"May 10, 2024",1 h 31 m,"['Crime', 'Drama', 'Thriller']",3,3,72,Generally Favorable,11,100,0,0,0,0,Generally Favorable,6.2,28,60,12,26,7,15
The Insult,Cohen Media Group,"Jan 12, 2018",1 h 52 m,"['Crime', 'Drama', 'Thriller']",9,17,72,Generally Favorable,19,76,6,24,0,0,Generally Favorable,8.0,27,82,6,18,0,0
Fremont,Music Box Films,"Aug 25, 2023",1 h 31 m,['Drama'],3,6,72,Generally Favorable,20,95,1,5,0,0,Generally Favorable,7.4,8,67,4,33,0,0
Where Is Kyra?,Paladin,"Apr 6, 2018",1 h 38 m,['Drama'],0,3,72,Generally Favorable,17,85,2,10,1,5,Generally Favorable,6.9,8,57,5,36,1,7
Phil Ochs: There But for Fortune,First Run Features,"Jan 5, 2011",1 h 36 m,"['Documentary', 'Biography', 'History', 'Music']",0,0,72,Generally Favorable,7,70,3,30,0,0,Universal Acclaim,8.2,5,83,1,17,0,0
Magic Mike,Warner Bros. Pictures,"Jun 29, 2012",1 h 50 m,"['Comedy', 'Drama', 'Music']",2,6,72,Generally Favorable,33,87,5,13,0,0,Generally Favorable,6.1,166,54,85,28,56,18
Straight Outta Compton,Universal Pictures,"Aug 14, 2015",2 h 27 m,"['Biography', 'Drama', 'History', 'Music', 'Musical']",4,15,72,Generally Favorable,31,76,10,24,0,0,Generally Favorable,7.7,415,83,46,9,41,8
Tale of Tales,IFC Films,"Apr 22, 2016",2 h 13 m,"['Drama', 'Fantasy', 'Horror']",13,24,72,Generally Favorable,20,83,3,13,1,4,Generally Favorable,6.5,48,62,21,27,8,10
Juror #2,Warner Bros.,"Nov 1, 2024",1 h 54 m,"['Crime', 'Drama', 'Mystery', 'Thriller']",2,4,72,Generally Favorable,28,76,7,19,2,5,Generally Favorable,6.6,122,66,36,20,26,14
Captain Fantastic,Bleecker Street Media,"Jul 8, 2016",1 h 58 m,"['Comedy', 'Drama']",1,6,72,Generally Favorable,26,72,8,22,2,6,Generally Favorable,7.7,317,84,40,11,20,5
