Title,Streaming Platform,Release Date,Duration,Genres,Award Wins,Award Nominations,Metascore,Critic Category,Critic positive counts,Critic positive percentage,Critic mixed counts,Critic mixed percentage,Critic negative counts,Critic negative percentage,User Score Category,User Score,User positive counts,User positive percentage,User mixed counts,User mixed percentage,User negative counts,User negative percentage
The First Slam Dunk,GKIDS,"Jul 28, 2023",2 h 4 m,"['Animation', 'Comedy', 'Drama', 'Sport']",1,4,79,Generally Favorable,8,80,2,20,0,0,Universal Acclaim,8.2,34,87,2,5,3,8
In Our Day,Cinema Guild,"May 17, 2024",1 h 24 m,['Drama'],1,3,79,Generally Favorable,11,100,0,0,0,0,Universal Acclaim,8.5,13,87,1,7,1,7
Iron Man,Paramount Pictures,"May 2, 2008",2 h 6 m,"['Action', 'Adventure', 'Sci-Fi']",5,18,79,Generally Favorable,33,87,5,13,0,0,Universal Acclaim,8.3,1.8k,92,121,6,41,2
Deceptive Practices: The Mysteries and Mentors of Ricky Jay,Kino Lorber,"Apr 17, 2013",1 h 28 m,['Documentary'],0,0,79,Generally Favorable,9,100,0,0,0,0,Generally Favorable,8.0,4,67,2,33,0,0
Control Room,Magnolia Pictures,"May 21, 2004",1 h 24 m,['Documentary'],5,7,79,Generally Favorable,32,97,1,3,0,0,Generally Favorable,7.1,5,71,2,29,0,0
Silent Light,Palisades Tartan,"Jan 7, 2009",2 h 16 m,"['Drama', 'Romance']",13,17,79,Generally Favorable,11,79,3,21,0,0,Generally Favorable,7.5,9,82,1,9,1,9
How to Have Sex,MUBI,"Feb 2, 2024",1 h 38 m,['Drama'],7,20,79,Generally Favorable,35,95,2,5,0,0,Mixed or Average,6.0,24,60,9,23,7,18
Only Lovers Left Alive,Sony Pictures Classics,"Apr 11, 2014",2 h 3 m,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Romance']",3,14,79,Generally Favorable,37,90,3,7,1,2,Generally Favorable,7.5,163,74,40,18,18,8
The Three Musketeers - Part I: D'Artagnan,Atmosfera,"Dec 8, 2023",2 h 1 m,"['Action', 'Adventure', 'History']",3,8,79,Generally Favorable,11,100,0,0,0,0,Generally Favorable,7.2,24,80,5,17,1,3
In a World...,Roadside Attractions,"Aug 9, 2013",1 h 33 m,['Comedy'],2,6,79,Generally Favorable,28,93,2,7,0,0,Generally Favorable,6.5,59,66,18,20,12,13
Selma,Paramount Pictures,"Dec 25, 2014",2 h 8 m,"['Biography', 'Drama', 'History']",10,16,79,Generally Favorable,46,88,5,10,1,2,Generally Favorable,7.3,340,75,60,13,51,11
Furiosa: A Mad Max Saga,Warner Bros.,"May 24, 2024",2 h 28 m,"['Action', 'Adventure', 'Sci-Fi']",10,36,79,Generally Favorable,53,83,10,16,1,2,Generally Favorable,7.2,557,76,100,14,79,11
Thunder Road,,"Oct 12, 2018",1 h 32 m,"['Comedy', 'Drama']",8,10,79,Generally Favorable,14,82,3,18,0,0,Generally Favorable,7.0,37,79,4,9,6,13
Tabu,Adopt Films,"Dec 26, 2012",1 h 58 m,"['Drama', 'Romance']",7,30,79,Generally Favorable,14,82,3,18,0,0,Generally Favorable,6.4,8,50,6,38,2,13
Walking Out,IFC Films,"Oct 6, 2017",1 h 35 m,"['Adventure', 'Drama', 'Mystery', 'Thriller']",1,3,79,Generally Favorable,12,92,1,8,0,0,Mixed or Average,5.7,10,42,10,42,4,17
The Assistant,Bleecker Street,"Jan 31, 2020",1 h 27 m,['Drama'],0,10,79,Generally Favorable,41,95,2,5,0,0,Mixed or Average,5.3,46,46,23,23,32,32
A Shaun the Sheep Movie: Farmageddon,Netflix,"Feb 14, 2020",1 h 26 m,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",1,6,79,Generally Favorable,17,94,1,6,0,0,Generally Favorable,7.2,40,75,12,23,1,2
Dawn of the Planet of the Apes,Twentieth Century Fox Film Corporation,"Jul 11, 2014",2 h 10 m,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",3,14,79,Generally Favorable,44,92,4,8,0,0,Universal Acclaim,8.2,1.2k,87,126,9,53,4
IMAX: Hubble 3D,Warner Bros. Pictures,"Mar 19, 2010",40 m,['Documentary'],1,1,79,Generally Favorable,9,69,4,31,0,0,Generally Favorable,7.6,11,79,1,7,2,14
Kokomo City,Magnolia Pictures,"Jul 28, 2023",1 h 13 m,['Documentary'],2,14,79,Generally Favorable,20,100,0,0,0,0,Mixed or Average,5.7,7,50,4,29,3,21
Into the Arms of Strangers: Stories of the Kindertransport,Warner Bros. Pictures,"Sep 15, 2000",2 h 2 m,"['Documentary', 'History', 'War']",3,3,79,Generally Favorable,23,92,2,8,0,0,Generally Favorable,7.2,4,80,1,20,0,0
Hustlers,STX Entertainment,"Sep 13, 2019",1 h 50 m,"['Comedy', 'Crime', 'Drama']",2,12,79,Generally Favorable,41,93,3,7,0,0,Generally Favorable,6.2,170,56,66,22,68,22
Let the Sunshine In,,"Apr 27, 2018",1 h 34 m,"['Comedy', 'Drama', 'Romance']",2,5,79,Generally Favorable,29,88,4,12,0,0,Generally Favorable,6.1,18,51,8,23,9,26
Life of Pi,Twentieth Century Fox Film Corporation,"Nov 21, 2012",2 h 7 m,"['Adventure', 'Drama', 'Fantasy']",7,25,79,Generally Favorable,37,84,7,16,0,0,Generally Favorable,7.9,803,83,105,11,61,6
Let Me In,Overture Films,"Oct 1, 2010",1 h 56 m,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",6,17,79,Generally Favorable,32,91,3,9,0,0,Generally Favorable,7.9,320,84,41,11,21,5
Return to Dust,Film Movement,"Jul 21, 2023",2 h 14 m,['Drama'],4,13,79,Generally Favorable,11,100,0,0,0,0,Generally Favorable,6.3,3,75,0,0,1,25
For Those in Peril,Random Media,"Oct 3, 2014",1 h 32 m,['Drama'],3,8,79,Generally Favorable,7,78,2,22,0,0,Generally Favorable,6.5,2,50,2,50,0,0
Fences,Paramount Pictures,"Dec 16, 2016",2 h 19 m,['Drama'],4,16,79,Generally Favorable,43,90,5,10,0,0,Generally Favorable,7.3,218,78,39,14,22,8
Kimi,HBO Max,"Feb 10, 2022",1 h 29 m,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,6,79,Generally Favorable,26,96,1,4,0,0,Generally Favorable,6.2,64,52,42,34,18,15
The Witness,FilmRise,"Jun 3, 2016",1 h 29 m,"['Documentary', 'Biography', 'Crime', 'Mystery']",1,4,79,Generally Favorable,17,94,1,6,0,0,Generally Favorable,6.1,7,70,1,10,2,20
Miss Bala,Twentieth Century Fox Film Corporation,"Oct 14, 2011",1 h 53 m,"['Action', 'Crime', 'Drama', 'Thriller']",2,5,79,Generally Favorable,20,83,4,17,0,0,Generally Favorable,6.9,20,71,5,18,3,11
Conclave,Focus Features,"Oct 25, 2024",2 h,"['Drama', 'Thriller']",6,26,79,Generally Favorable,49,91,5,9,0,0,Generally Favorable,6.9,354,73,67,14,61,13
Mother,Magnolia Pictures,"Mar 12, 2010",2 h 8 m,"['Crime', 'Drama', 'Mystery', 'Thriller']",9,17,79,Generally Favorable,27,87,4,13,0,0,Universal Acclaim,8.1,112,93,5,4,4,3
Fill the Void,Sony Pictures Classics,"May 24, 2013",1 h 30 m,"['Drama', 'Romance']",9,18,79,Generally Favorable,18,78,5,22,0,0,Generally Favorable,7.0,11,69,3,19,2,13
Keep the Lights On,Music Box Films,"Sep 7, 2012",1 h 41 m,"['Drama', 'Romance']",4,8,79,Generally Favorable,22,85,4,15,0,0,Generally Favorable,7.6,20,80,3,12,2,8
Another Round,Samuel Goldwyn Films,"Dec 4, 2020",1 h 55 m,"['Comedy', 'Drama']",6,15,79,Generally Favorable,29,85,5,15,0,0,Generally Favorable,8.0,225,88,26,10,6,2
Joe Strummer: The Future Is Unwritten,IFC Films,"Nov 2, 2007",2 h 4 m,"['Documentary', 'Biography', 'Music']",1,3,79,Generally Favorable,17,89,2,11,0,0,Generally Favorable,7.7,11,79,2,14,1,7
Bitterbrush,Magnolia Pictures,"Jun 17, 2022",1 h 30 m,['Documentary'],1,1,79,Generally Favorable,11,100,0,0,0,0,Universal Acclaim,8.2,4,67,2,33,0,0
Shiva Baby,Utopia,"Apr 2, 2021",1 h 17 m,"['Comedy', 'Drama']",1,10,79,Generally Favorable,22,92,2,8,0,0,Generally Favorable,7.4,56,81,11,16,2,3
Searching for Sugar Man,Sony Pictures Classics,"Jun 29, 2012",1 h 26 m,"['Documentary', 'Biography', 'Music']",3,12,79,Generally Favorable,28,88,4,13,0,0,Universal Acclaim,8.4,89,92,6,6,2,2
I Am Love,Magnolia Pictures,"Jun 18, 2010",2 h,"['Drama', 'Romance']",2,7,79,Generally Favorable,27,84,5,16,0,0,Generally Favorable,7.4,60,76,14,18,5,6
Sing Street,"Weinstein Company, The","Apr 15, 2016",1 h 46 m,"['Comedy', 'Drama', 'Music', 'Romance']",1,12,79,Generally Favorable,37,97,1,3,0,0,Universal Acclaim,8.5,236,93,16,6,1,0
Keane,ARP Sélection,"Sep 9, 2005",1 h 40 m,"['Drama', 'Mystery', 'Thriller']",2,7,79,Generally Favorable,22,96,1,4,0,0,Generally Favorable,7.3,5,71,1,14,1,14
Brawl in Cell Block 99,OctoArts Films,"Oct 6, 2017",2 h 12 m,"['Crime', 'Drama', 'Thriller']",0,4,79,Generally Favorable,19,90,2,10,0,0,Generally Favorable,7.0,118,73,27,17,16,10
Va Savoir (Who Knows?),Sony Pictures Classics,"Sep 29, 2001",2 h 34 m,"['Comedy', 'Crime', 'Drama', 'Romance']",3,4,79,Generally Favorable,25,89,3,11,0,0,Mixed or Average,4.9,3,43,2,29,2,29
Official Competition,IFC Films,"Jun 17, 2022",1 h 54 m,"['Comedy', 'Drama']",2,5,79,Generally Favorable,32,97,1,3,0,0,Generally Favorable,7.3,31,79,6,15,2,5
Manufactured Landscapes,Zeitgeist Films,"Jun 20, 2007",1 h 20 m,['Documentary'],3,6,79,Generally Favorable,15,94,1,6,0,0,Mixed or Average,5.0,4,50,0,0,4,50
Li'l Quinquin,Kino Lorber,"Jan 2, 2015",3 h 20 m,"['Comedy', 'Crime', 'Mystery']",4,12,79,Generally Favorable,9,82,2,18,0,0,Generally Favorable,7.6,10,91,1,9,0,0
Zodiac,Paramount Pictures,"Mar 2, 2007",2 h 37 m,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,19,79,Generally Favorable,35,88,5,13,0,0,Generally Favorable,8.0,530,87,66,11,11,2
Brand Upon the Brain!,The Film Company,"May 9, 2007",1 h 35 m,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Romance', 'Sci-Fi']",0,3,79,Generally Favorable,14,93,1,7,0,0,Generally Favorable,7.2,3,60,2,40,0,0
Bread & Roses,Apple Original Films,"Nov 22, 2024",1 h 30 m,['Documentary'],1,3,79,Generally Favorable,9,100,0,0,0,0,Mixed or Average,4.3,1,25,2,50,1,25
Priscilla,A24,"Oct 27, 2023",1 h 53 m,"['Biography', 'Drama', 'Music', 'Romance']",1,5,79,Generally Favorable,50,85,8,14,1,2,Generally Favorable,6.5,73,66,25,23,12,11
The Innocents,Vertigo Films,"May 13, 2022",1 h 57 m,"['Drama', 'Fantasy', 'Horror', 'Thriller']",8,15,79,Generally Favorable,21,88,3,13,0,0,Generally Favorable,7.4,30,81,5,14,2,5
All In: The Fight for Democracy,Amazon Studios,"Sep 9, 2020",1 h 42 m,['Documentary'],3,4,79,Generally Favorable,8,100,0,0,0,0,Generally Unfavorable,3.4,7,35,1,5,12,60
Black Swan,Fox Searchlight Pictures,"Dec 3, 2010",1 h 48 m,"['Drama', 'Thriller']",7,29,79,Generally Favorable,35,83,6,14,1,2,Universal Acclaim,8.1,1.1k,86,107,8,84,6
The Painter and the Thief,Neon,"May 22, 2020",1 h 42 m,['Documentary'],8,13,79,Generally Favorable,33,100,0,0,0,0,Universal Acclaim,8.4,15,83,3,17,0,0
Black Bear,Momentum Pictures,"Dec 4, 2020",1 h 44 m,['Drama'],1,7,79,Generally Favorable,26,96,1,4,0,0,Generally Favorable,6.7,35,71,9,18,5,10
Our Children,Distrib Films,"Aug 2, 2013",1 h 51 m,"['Crime', 'Drama']",5,11,79,Generally Favorable,11,79,3,21,0,0,Universal Acclaim,8.2,4,80,1,20,0,0
i'm thinking of ending things,Netflix,"Sep 4, 2020",2 h 14 m,"['Drama', 'Thriller']",2,23,78,Generally Favorable,38,83,6,13,2,4,Generally Favorable,6.8,202,66,51,17,54,18
Angels Wear White,Kimstim Films,"May 4, 2018",1 h 47 m,['Drama'],9,20,78,Generally Favorable,11,92,1,8,0,0,Universal Acclaim,8.2,5,83,1,17,0,0
Ratcatcher,First Look International,"Oct 13, 2000",1 h 34 m,['Drama'],4,7,78,Generally Favorable,18,86,3,14,0,0,Generally Favorable,7.3,28,82,3,9,3,9
Indignation,Summit Entertainment,"Jul 29, 2016",1 h 50 m,"['Drama', 'Romance']",0,4,78,Generally Favorable,27,77,8,23,0,0,Generally Favorable,7.3,36,71,13,25,2,4
Speak No Evil,IFC Midnight,"Sep 9, 2022",1 h 37 m,"['Drama', 'Horror', 'Mystery', 'Thriller']",3,17,78,Generally Favorable,15,88,2,12,0,0,Generally Favorable,6.5,67,65,20,19,16,16
Enough Said,Fox Searchlight Pictures,"Sep 18, 2013",1 h 33 m,"['Comedy', 'Drama', 'Romance']",2,10,78,Generally Favorable,36,82,7,16,1,2,Generally Favorable,7.6,108,81,19,14,7,5
Still: A Michael J. Fox Movie,Apple Original Films,"May 12, 2023",1 h 35 m,"['Documentary', 'Biography']",13,19,78,Generally Favorable,34,97,1,3,0,0,Universal Acclaim,8.2,34,94,2,6,0,0
A Different Man,A24,"Sep 20, 2024",1 h 52 m,"['Comedy', 'Drama', 'Thriller']",1,8,78,Generally Favorable,36,82,8,18,0,0,Generally Favorable,6.6,56,67,15,18,13,15
Sr.,Netflix,"Nov 18, 2022",1 h 29 m,"['Documentary', 'Biography']",3,4,78,Generally Favorable,18,95,1,5,0,0,Generally Favorable,7.0,8,67,3,25,1,8
28 Weeks Later,Fox Atomic,"May 11, 2007",1 h 39 m,"['Horror', 'Sci-Fi']",1,9,78,Generally Favorable,31,91,3,9,0,0,Generally Favorable,6.6,285,63,118,26,52,11
An Unfinished Film,Film Movement,"Feb 14, 2025",1 h 45 m,['Drama'],4,5,78,Generally Favorable,8,89,1,11,0,0,Generally Favorable,7.6,5,71,1,14,1,14
The Age of Shadows,CJ Entertainment,"Sep 23, 2016",2 h 20 m,"['Action', 'History', 'Thriller']",2,27,78,Generally Favorable,13,93,1,7,0,0,Generally Favorable,7.0,25,78,4,13,3,9
Chile '76,Kino Lorber,"May 5, 2023",1 h 35 m,['Drama'],13,20,78,Generally Favorable,18,95,1,5,0,0,Mixed or Average,5.5,7,64,2,18,2,18
Les Misérables,Amazon Studios,"Jan 10, 2020",1 h 42 m,"['Crime', 'Drama', 'Thriller']",4,14,78,Generally Favorable,33,94,2,6,0,0,Generally Favorable,6.6,44,71,8,13,10,16
Insomnia,Warner Bros. Pictures,"May 24, 2002",1 h 58 m,"['Drama', 'Mystery', 'Thriller']",1,6,78,Generally Favorable,33,89,3,8,1,3,Generally Favorable,7.6,361,84,57,13,10,2
Kajillionaire,Focus Features,"Sep 25, 2020",1 h 44 m,"['Comedy', 'Crime', 'Drama']",3,7,78,Generally Favorable,33,94,2,6,0,0,Generally Favorable,7.0,46,66,20,29,4,6
Styx,Film Movement,"Feb 27, 2019",1 h 34 m,"['Action', 'Crime', 'Drama', 'Thriller']",12,15,78,Generally Favorable,10,100,0,0,0,0,Generally Favorable,6.6,9,60,3,20,3,20
Long Strange Trip,Amazon Studios,"May 26, 2017",3 h 58 m,"['Documentary', 'Biography', 'Music']",2,5,78,Generally Favorable,12,92,1,8,0,0,Universal Acclaim,8.7,6,86,1,14,0,0
Control,"Weinstein Company, The","Oct 10, 2007",2 h 2 m,"['Biography', 'Drama', 'Music']",12,25,78,Generally Favorable,25,93,2,7,0,0,Generally Favorable,7.6,41,84,6,12,2,4
The House of Mirth,Sony Pictures Classics,"Dec 22, 2000",2 h 20 m,"['Romance', 'Drama']",3,12,78,Generally Favorable,26,87,3,10,1,3,Generally Favorable,8.0,14,82,2,12,1,6
Long Strange Trip,Amazon Studios,"May 26, 2017",3 h 58 m,"['Documentary', 'Biography', 'Music']",2,5,78,Generally Favorable,12,92,1,8,0,0,Universal Acclaim,8.7,6,86,1,14,0,0
Top Gun: Maverick,Paramount Pictures,"May 27, 2022",2 h 10 m,"['Action', 'Drama']",5,22,78,Generally Favorable,55,87,8,13,0,0,Universal Acclaim,8.4,846,88,65,7,47,5
BlackBerry,IFC Films,"May 12, 2023",1 h 59 m,"['Biography', 'Comedy', 'Drama', 'History']",21,27,78,Generally Favorable,41,89,5,11,0,0,Generally Favorable,7.2,79,81,12,12,7,7
Starting Out in the Evening,Roadside Attractions,"Nov 23, 2007",1 h 51 m,"['Drama', 'Romance']",2,4,78,Generally Favorable,31,94,2,6,0,0,Generally Favorable,6.5,4,67,1,17,1,17
Tori and Lokita,Diaphana Films,"Mar 24, 2023",1 h 28 m,['Drama'],2,9,78,Generally Favorable,15,75,4,20,1,5,Mixed or Average,6.0,6,40,7,47,2,13
3 Faces,Kino Lorber,"Mar 8, 2019",1 h 40 m,['Drama'],2,6,78,Generally Favorable,16,89,2,11,0,0,Generally Favorable,6.4,11,65,4,24,2,12
Oddity,IFC Films,"Jul 19, 2024",1 h 38 m,"['Horror', 'Thriller']",3,7,78,Generally Favorable,18,100,0,0,0,0,Generally Favorable,6.8,72,67,26,24,9,8
Luzzu,Kino Lorber,"Oct 15, 2021",1 h 34 m,['Drama'],3,6,78,Generally Favorable,15,94,1,6,0,0,Generally Favorable,7.0,3,60,2,40,0,0
Head-On,Strand Releasing,"Jan 21, 2005",2 h 1 m,"['Drama', 'Romance']",9,15,78,Generally Favorable,32,97,1,3,0,0,Universal Acclaim,8.2,25,96,0,0,1,4
birth/rebirth,IFC Films,"Aug 18, 2023",1 h 38 m,"['Drama', 'Horror', 'Thriller']",2,5,78,Generally Favorable,15,88,2,12,0,0,Generally Favorable,6.7,12,57,8,38,1,5
Warfare,A24,"Apr 11, 2025",1 h 35 m,"['Action', 'Drama', 'War']",0,3,78,Generally Favorable,35,81,8,19,0,0,Generally Favorable,7.3,129,77,27,16,11,7
Beware of Mr. Baker,SnagFilms,"Nov 28, 2012",1 h 40 m,"['Documentary', 'Biography', 'Music']",4,4,78,Generally Favorable,15,94,1,6,0,0,Generally Favorable,7.3,6,86,0,0,1,14
The Deep End,Fox Searchlight Pictures,"Aug 8, 2001",1 h 41 m,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",1,7,78,Generally Favorable,24,89,3,11,0,0,Generally Favorable,6.3,10,53,7,37,2,11
Aberdeen,First Run Features,"Aug 17, 2001",1 h 46 m,['Drama'],4,6,78,Generally Favorable,16,94,1,6,0,0,Generally Favorable,7.3,5,83,0,0,1,17
The Taste of Others,Miramax Films,"Feb 9, 2001",1 h 52 m,"['Comedy', 'Drama', 'Romance']",7,13,78,Generally Favorable,22,92,2,8,0,0,Generally Favorable,6.8,4,50,4,50,0,0
In the Fog,Strand Releasing,"Jun 14, 2013",2 h 7 m,"['Drama', 'History', 'War']",2,7,78,Generally Favorable,12,80,3,20,0,0,Generally Favorable,6.9,8,73,2,18,1,9
Precious: Based on the Novel 'Push' by Sapphire,Lionsgate,"Nov 6, 2009",1 h 50 m,['Drama'],10,19,78,Generally Favorable,31,86,3,8,2,6,Generally Favorable,7.7,128,81,22,14,9,6
Police Story (1985),Cinema Group,"Mar 9, 2018",1 h 41 m,"['Action', 'Comedy', 'Crime', 'Thriller']",2,7,78,Generally Favorable,8,89,1,11,0,0,Universal Acclaim,8.1,44,88,6,12,0,0
Dìdi,,"Jul 26, 2024",1 h 31 m,"['Comedy', 'Drama']",5,10,78,Generally Favorable,35,92,3,8,0,0,Generally Favorable,6.9,45,70,13,20,6,9
Welcome to Leith,First Run Features,"Sep 9, 2015",1 h 25 m,['Documentary'],2,6,78,Generally Favorable,15,94,1,6,0,0,Generally Favorable,7.3,9,90,1,10,0,0
After Yang,A24,"Mar 4, 2022",1 h 36 m,"['Drama', 'Sci-Fi']",6,16,78,Generally Favorable,35,80,8,18,1,2,Generally Favorable,7.1,47,70,14,21,6,9
"Argentina, 1985",Amazon Studios,"Sep 30, 2022",2 h 20 m,"['Biography', 'Crime', 'Drama', 'History']",16,22,78,Generally Favorable,11,100,0,0,0,0,Generally Favorable,7.2,49,78,9,14,5,8
"Love, Antosha",mTuckman Media,"Aug 2, 2019",1 h 32 m,"['Documentary', 'Biography', 'Music']",0,4,78,Generally Favorable,13,93,1,7,0,0,Generally Favorable,7.5,6,100,0,0,0,0
Into Great Silence,Zeitgeist Films,"Feb 28, 2007",2 h 49 m,['Documentary'],2,9,78,Generally Favorable,19,95,0,0,1,5,Generally Favorable,6.5,3,75,0,0,1,25
Gloria Bell,A24,"Mar 8, 2019",1 h 42 m,"['Comedy', 'Drama', 'Music', 'Romance']",0,4,78,Generally Favorable,37,93,2,5,1,3,Generally Favorable,6.6,37,56,22,33,7,11
Monos,Neon,"Sep 13, 2019",1 h 42 m,"['Adventure', 'Drama', 'Thriller']",10,31,78,Generally Favorable,23,85,4,15,0,0,Generally Favorable,7.2,38,68,14,25,4,7
The Last Man on the Moon,Gravitas Ventures,"Feb 26, 2016",1 h 35 m,"['Documentary', 'Adventure', 'Biography', 'History']",4,4,78,Generally Favorable,11,100,0,0,0,0,Generally Favorable,6.8,8,67,2,17,2,17
The Innocents,Music Box Films,"Jul 1, 2016",1 h 55 m,"['Drama', 'History']",1,8,78,Generally Favorable,20,87,3,13,0,0,Generally Favorable,7.8,29,94,1,3,1,3
Blue Jasmine,Sony Pictures Classics,"Jul 26, 2013",1 h 38 m,"['Comedy', 'Drama', 'Romance']",3,10,78,Generally Favorable,42,89,4,9,1,2,Generally Favorable,7.6,341,82,50,12,25,6
"Crazy, Not Insane",HBO Documentary Films,"Nov 18, 2020",1 h 57 m,"['Documentary', 'Biography', 'Crime']",0,1,78,Generally Favorable,7,100,0,0,0,0,Universal Acclaim,8.1,8,80,1,10,1,10
