Title,Streaming Platform,Release Date,Duration,Genres,Award Wins,Award Nominations,Metascore,Critic Category,Critic positive counts,Critic positive percentage,Critic mixed counts,Critic mixed percentage,Critic negative counts,Critic negative percentage,User Score Category,User Score,User positive counts,User positive percentage,User mixed counts,User mixed percentage,User negative counts,User negative percentage
War Pony,Momentum Pictures,"Jul 28, 2023",1 h 55 m,['Drama'],5,8,70,Generally Favorable,13,72,5,28,0,0,Generally Favorable,7.8,5,83,1,17,0,0
Fearless,Rogue Pictures,"Sep 22, 2006",1 h 43 m,"['Action', 'Biography', 'Drama']",4,13,70,Generally Favorable,20,83,4,17,0,0,Generally Favorable,7.6,34,76,9,20,2,4
The Phoenician Scheme,Focus Features,"May 30, 2025",1 h 41 m,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",0,1,70,Generally Favorable,37,70,15,28,1,2,Generally Favorable,6.4,75,66,24,21,15,13
Louder Than Bombs,"Orchard, The","Apr 8, 2016",1 h 49 m,['Drama'],8,14,70,Generally Favorable,22,69,10,31,0,0,Generally Favorable,7.0,29,74,8,21,2,5
Cedar Rapids,Fox Searchlight Pictures,"Feb 11, 2011",1 h 26 m,['Comedy'],1,4,70,Generally Favorable,30,79,8,21,0,0,Generally Favorable,7.0,63,68,25,27,4,4
What Josiah Saw,Shudder,"Aug 4, 2022",2 h,"['Horror', 'Thriller']",5,11,70,Generally Favorable,7,88,1,13,0,0,Generally Favorable,6.3,4,40,6,60,0,0
Radical,Pantelion Films,"Nov 3, 2023",2 h 5 m,['Drama'],10,22,70,Generally Favorable,14,82,3,18,0,0,Generally Favorable,6.1,7,70,1,10,2,20
Operation Varsity Blues: The College Admissions Scandal,Netflix,"Mar 17, 2021",1 h 39 m,"['Documentary', 'Crime', 'Drama']",1,2,70,Generally Favorable,14,82,3,18,0,0,Generally Favorable,7.3,9,75,3,25,0,0
Sicilian Ghost Story,Strand Releasing,"Nov 30, 2018",2 h 2 m,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Romance']",4,10,70,Generally Favorable,8,67,3,25,1,8,Mixed or Average,6.0,3,60,1,20,1,20
Happy Christmas,Magnolia Pictures,"Jul 25, 2014",1 h 28 m,"['Comedy', 'Drama']",0,5,70,Generally Favorable,21,75,7,25,0,0,Mixed or Average,5.6,10,42,8,33,6,25
Violation,Shudder,"Mar 25, 2021",1 h 47 m,"['Drama', 'Horror']",2,11,70,Generally Favorable,8,73,3,27,0,0,Mixed or Average,4.9,6,38,6,38,4,25
Warm Water Under a Red Bridge,Film Movement,"May 3, 2002",1 h 59 m,"['Comedy', 'Drama', 'Fantasy', 'Romance']",1,3,70,Generally Favorable,13,72,5,28,0,0,Generally Favorable,6.7,4,57,2,29,1,14
Mohawk,,"Mar 2, 2018",1 h 31 m,"['Action', 'Drama', 'History', 'Horror', 'Romance', 'Thriller', 'War', 'Western']",0,0,70,Generally Favorable,11,85,1,8,1,8,Mixed or Average,5.8,2,50,0,0,2,50
Lars and the Real Girl,Metro-Goldwyn-Mayer (MGM),"Oct 12, 2007",1 h 46 m,"['Comedy', 'Drama', 'Romance']",1,7,70,Generally Favorable,24,75,6,19,2,6,Generally Favorable,7.6,133,86,15,10,7,5
Boy,Paladin (II),"Mar 2, 2012",1 h 27 m,"['Comedy', 'Drama']",9,16,70,Generally Favorable,13,68,6,32,0,0,Generally Favorable,7.5,32,80,5,13,3,8
Handling the Undead,Neon,"May 31, 2024",1 h 37 m,"['Drama', 'Horror', 'Mystery']",7,10,70,Generally Favorable,11,65,6,35,0,0,Mixed or Average,5.6,6,35,9,53,2,12
Tears of the Black Tiger,Magnolia Pictures,"Jan 12, 2007",1 h 50 m,"['Action', 'Comedy', 'Romance', 'Western']",2,10,69,Generally Favorable,16,84,2,11,1,5,Mixed or Average,5.2,3,60,0,0,2,40
Thumbsucker,Sony Pictures Classics,"Sep 16, 2005",1 h 36 m,"['Comedy', 'Drama']",3,6,69,Generally Favorable,28,85,5,15,0,0,Mixed or Average,4.3,1,11,6,67,2,22
"Blind Willow, Sleeping Woman",Zeitgeist Films,"Apr 14, 2023",1 h 50 m,"['Animation', 'Drama', 'Sci-Fi']",3,5,69,Generally Favorable,8,62,5,38,0,0,Mixed or Average,5.0,2,40,2,40,1,20
Kicks,Focus World,"Sep 9, 2016",1 h 20 m,"['Adventure', 'Drama']",3,4,69,Generally Favorable,9,64,4,29,1,7,Generally Favorable,6.9,10,71,4,29,0,0
Inglourious Basterds,"Weinstein Company, The","Aug 21, 2009",2 h 33 m,"['Adventure', 'Drama', 'War']",8,30,69,Generally Favorable,26,72,9,25,1,3,Universal Acclaim,8.3,1.3k,89,89,6,70,5
The Mermaid,Sony Pictures Releasing,"Feb 19, 2016",1 h 34 m,"['Comedy', 'Drama', 'Fantasy', 'Romance']",4,14,69,Generally Favorable,13,81,3,19,0,0,Generally Favorable,7.0,30,67,9,20,6,13
Never Let Me Go,Fox Searchlight Pictures,"Sep 15, 2010",1 h 43 m,"['Drama', 'Romance']",3,16,69,Generally Favorable,27,73,10,27,0,0,Generally Favorable,7.1,170,74,36,16,25,11
Faye,,"Jul 13, 2024",1 h 31 m,"['Documentary', 'Biography']",0,2,69,Generally Favorable,6,75,2,25,0,0,Mixed or Average,5.7,3,33,5,56,1,11
In Another Country,Kino Lorber,"Nov 9, 2012",1 h 29 m,['Drama'],1,7,69,Generally Favorable,10,77,3,23,0,0,Generally Favorable,6.4,4,44,5,56,0,0
Why Don't You Just Die!,Arrow Video,"Apr 20, 2020",1 h 39 m,"['Comedy', 'Drama', 'Thriller']",6,10,69,Generally Favorable,9,82,2,18,0,0,Generally Favorable,7.4,13,76,3,18,1,6
Babel,Paramount Vantage,"Oct 27, 2006",2 h 23 m,['Drama'],3,23,69,Generally Favorable,30,79,8,21,0,0,Generally Favorable,7.5,233,80,37,13,20,7
Man from Reno,Gravitas Ventures,"Mar 27, 2015",1 h 51 m,"['Crime', 'Drama', 'Mystery', 'Thriller']",3,3,69,Generally Favorable,10,83,2,17,0,0,Generally Favorable,6.1,6,50,5,42,1,8
The Bad Lieutenant: Port of Call - New Orleans,First Look Pictures,"Nov 20, 2009",2 h 2 m,"['Crime', 'Drama', 'Mystery']",1,9,69,Generally Favorable,25,78,6,19,1,3,Generally Favorable,7.1,48,63,25,33,3,4
Unstoppable,Twentieth Century Fox Film Corporation,"Nov 12, 2010",1 h 38 m,"['Action', 'Thriller']",1,8,69,Generally Favorable,24,71,9,26,1,3,Generally Favorable,7.0,237,68,97,28,16,5
Brave,Walt Disney Studios Motion Pictures,"Jun 22, 2012",1 h 33 m,"['Animation', 'Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Mystery']",4,12,69,Generally Favorable,29,78,8,22,0,0,Generally Favorable,6.9,583,68,204,24,71,8
Viva,Magnolia Pictures,"Apr 29, 2016",1 h 40 m,['Drama'],3,8,69,Generally Favorable,15,79,4,21,0,0,Generally Favorable,7.6,8,100,0,0,0,0
Old Henry,Shout! Factory,"Oct 1, 2021",1 h 39 m,"['Action', 'Drama', 'Western']",3,4,69,Generally Favorable,13,72,5,28,0,0,Generally Favorable,7.1,44,77,10,18,3,5
God's Creatures,A24,"Sep 30, 2022",1 h 34 m,['Drama'],0,12,69,Generally Favorable,24,80,6,20,0,0,Mixed or Average,6.0,5,38,6,46,2,15
Girlhood,,"Oct 29, 2003",1 h 22 m,"['Documentary', 'Crime']",4,4,69,Generally Favorable,13,81,3,19,0,0,Mixed or Average,6.0,5,63,1,13,2,25
Slither,Universal Pictures,"Mar 31, 2006",1 h 35 m,"['Comedy', 'Horror', 'Sci-Fi']",2,7,69,Generally Favorable,24,89,3,11,0,0,Generally Favorable,6.7,67,68,22,22,10,10
Undercover Brother,Universal Pictures,"May 31, 2002",1 h 26 m,"['Action', 'Comedy']",1,8,69,Generally Favorable,24,80,5,17,1,3,Generally Favorable,6.5,19,58,11,33,3,9
Enter the Void,IFC Films,"Sep 24, 2010",2 h 41 m,"['Drama', 'Fantasy']",3,7,69,Generally Favorable,13,68,5,26,1,5,Generally Favorable,7.0,108,68,32,20,18,11
Dung che sai duk,HKFM,"Oct 10, 2008",1 h 40 m,"['Action', 'Drama']",8,17,69,Generally Favorable,15,75,5,25,0,0,Generally Favorable,7.4,10,77,3,23,0,0
Only the Animals,Cohen Media Group,"Oct 29, 2021",1 h 56 m,"['Crime', 'Drama', 'Mystery', 'Thriller']",3,6,69,Generally Favorable,10,77,3,23,0,0,Generally Favorable,6.5,3,50,3,50,0,0
Eating Animals,IFC Films,"Jun 15, 2018",1 h 34 m,['Documentary'],0,0,69,Generally Favorable,12,86,2,14,0,0,Generally Favorable,7.9,6,67,3,33,0,0
Revolutionary Road,DreamWorks Distribution,"Dec 26, 2008",1 h 59 m,"['Drama', 'Romance']",3,15,69,Generally Favorable,28,74,9,24,1,3,Generally Favorable,7.5,163,80,30,15,11,5
Live Free or Die Hard,Twentieth Century Fox Film Corporation,"Jun 27, 2007",2 h 8 m,"['Action', 'Thriller']",1,10,69,Generally Favorable,28,82,6,18,0,0,Generally Favorable,7.3,231,74,70,22,12,4
Censor,Magnet Releasing,"Jun 11, 2021",1 h 24 m,"['Horror', 'Mystery', 'Thriller']",1,19,69,Generally Favorable,19,73,7,27,0,0,Mixed or Average,6.0,29,48,23,38,9,15
The Beautiful City,,"Mar 15, 2006",1 h 41 m,"['Drama', 'Romance']",4,5,69,Generally Favorable,6,75,2,25,0,0,Generally Favorable,8.0,22,88,1,4,2,8
Palo Alto,Tribeca Film,"May 9, 2014",1 h 40 m,['Drama'],0,4,69,Generally Favorable,25,74,8,24,1,3,Generally Favorable,6.8,47,59,24,30,9,11
"Yoo-Hoo, Mrs. Goldberg",International Film Circuit,"Jul 10, 2009",1 h 32 m,"['Documentary', 'Biography']",1,1,69,Generally Favorable,17,85,3,15,0,0,Mixed or Average,4.8,1,20,3,60,1,20
Lion,"Weinstein Company, The","Nov 25, 2016",1 h 58 m,"['Biography', 'Drama']",12,23,69,Generally Favorable,32,71,13,29,0,0,Generally Favorable,7.9,306,84,45,12,13,4
The September Issue,Roadside Attractions,"Aug 28, 2009",1 h 30 m,['Documentary'],2,5,69,Generally Favorable,24,86,4,14,0,0,Generally Favorable,7.0,8,67,3,25,1,8
Amour Fou,Film Movement,"Mar 18, 2015",1 h 36 m,"['Comedy', 'Drama']",4,13,69,Generally Favorable,11,73,4,27,0,0,Generally Favorable,7.5,5,83,1,17,0,0
Cinderella Man,Universal Pictures,"Jun 3, 2005",2 h 24 m,"['Biography', 'Drama', 'Romance', 'Sport']",1,9,69,Generally Favorable,31,78,6,15,3,8,Generally Favorable,7.9,134,91,10,7,3,2
The Accidental Getaway Driver,Utopia,"Feb 28, 2025",1 h 42 m,"['Drama', 'Thriller']",1,2,69,Generally Favorable,8,73,3,27,0,0,Mixed or Average,6.0,3,60,1,20,1,20
The Last Lions,National Geographic Entertainment,"Feb 18, 2011",1 h 28 m,"['Documentary', 'Family']",4,4,69,Generally Favorable,11,73,4,27,0,0,Universal Acclaim,8.4,7,88,1,13,0,0
The Miseducation of Cameron Post,Atlantic Film,"Aug 3, 2018",1 h 31 m,"['Comedy', 'Drama']",4,6,69,Generally Favorable,25,69,10,28,1,3,Generally Favorable,6.7,37,62,17,28,6,10
Rocketman,Paramount Pictures,"May 31, 2019",2 h 1 m,"['Biography', 'Drama', 'Music', 'Musical']",5,11,69,Generally Favorable,35,71,13,27,1,2,Generally Favorable,7.4,349,74,78,17,44,9
The Cooler,Lions Gate Films,"Nov 26, 2003",1 h 41 m,"['Drama', 'Romance']",1,7,69,Generally Favorable,28,78,8,22,0,0,Generally Favorable,6.8,15,60,9,36,1,4
Chasing Trane: The John Coltrane Documentary,Abramorama,"Apr 14, 2017",1 h 39 m,"['Documentary', 'Biography', 'History', 'Music']",0,1,69,Generally Favorable,9,69,4,31,0,0,Generally Favorable,7.4,4,80,0,0,1,20
Hannah Arendt,Zeitgeist Films,"May 29, 2013",1 h 53 m,"['Biography', 'Drama']",4,11,69,Generally Favorable,13,76,4,24,0,0,Generally Favorable,6.8,15,63,5,21,4,17
Monsoon,Strand Releasing,"Nov 13, 2020",1 h 25 m,"['Drama', 'History', 'Romance']",1,3,69,Generally Favorable,12,86,2,14,0,0,Generally Favorable,7.6,6,67,3,33,0,0
Duplicity,Universal Pictures,"Mar 20, 2009",2 h 5 m,"['Comedy', 'Crime', 'Romance', 'Thriller']",1,3,69,Generally Favorable,24,71,9,26,1,3,Mixed or Average,6.0,18,43,19,45,5,12
The Painted Veil,Warner Independent Pictures (WIP),"Dec 20, 2006",2 h 5 m,"['Drama', 'Romance']",3,7,69,Generally Favorable,27,82,6,18,0,0,Generally Favorable,7.7,42,84,7,14,1,2
Evil Dead Rise,Warner Bros.,"Apr 21, 2023",2 h,['Horror'],4,23,69,Generally Favorable,30,79,6,16,2,5,Generally Favorable,6.9,195,64,74,24,36,12
It,New Line Cinema,"Sep 8, 2017",2 h 15 m,['Horror'],3,21,69,Generally Favorable,37,76,11,22,1,2,Generally Favorable,7.8,1.2k,82,184,12,81,5
Peepli Live,,"Aug 13, 2010",1 h 35 m,"['Comedy', 'Drama']",3,12,69,Generally Favorable,6,50,6,50,0,0,Generally Favorable,7.3,5,71,1,14,1,14
Digging for Fire,"Orchard, The","Aug 21, 2015",1 h 25 m,"['Comedy', 'Drama']",0,1,69,Generally Favorable,16,73,6,27,0,0,Mixed or Average,5.1,10,42,7,29,7,29
Cold Souls,"Samuel Goldwyn Company, The","Aug 7, 2009",1 h 41 m,"['Comedy', 'Drama', 'Fantasy', 'Sci-Fi']",3,7,69,Generally Favorable,23,82,5,18,0,0,Mixed or Average,5.8,7,37,8,42,4,21
How to Build a Girl,IFC Films,"May 8, 2020",1 h 42 m,['Comedy'],2,2,69,Generally Favorable,19,73,7,27,0,0,Generally Favorable,6.2,9,56,4,25,3,19
Tuesday,A24,"Jun 7, 2024",1 h 51 m,"['Drama', 'Fantasy']",0,4,69,Generally Favorable,23,70,9,27,1,3,Generally Favorable,7.2,26,72,8,22,2,6
White Building,Kimstim Films,"May 19, 2023",1 h 30 m,['Drama'],3,5,69,Generally Favorable,5,63,3,38,0,0,Generally Favorable,6.5,2,50,2,50,0,0
Charli XCX: Alone Together,Greenwich Entertainment,"Jan 28, 2022",1 h 7 m,"['Documentary', 'Drama', 'Music']",0,0,69,Generally Favorable,8,73,3,27,0,0,Generally Favorable,7.1,9,69,3,23,1,8
Just Another Love Story,Koch Lorber Films,"Jan 9, 2009",1 h 40 m,"['Crime', 'Drama', 'Thriller']",5,13,69,Generally Favorable,10,91,1,9,0,0,Generally Favorable,7.0,4,80,1,20,0,0
Materialists,A24,"Jun 13, 2025",1 h 56 m,"['Comedy', 'Romance']",0,6,69,Generally Favorable,38,79,8,17,2,4,Generally Favorable,6.1,64,53,30,25,26,22
The Vigil,IFC Films,"Feb 26, 2021",1 h 30 m,"['Horror', 'Mystery', 'Thriller']",0,3,69,Generally Favorable,14,78,3,17,1,6,Mixed or Average,5.9,6,35,8,47,3,18
Life During Wartime,IFC Films,"Jul 23, 2010",1 h 38 m,"['Comedy', 'Drama']",2,7,69,Generally Favorable,22,73,7,23,1,3,Mixed or Average,4.9,6,35,6,35,5,29
I Am Greta,Hulu,"Nov 13, 2020",1 h 37 m,"['Documentary', 'Biography']",3,9,69,Generally Favorable,14,70,6,30,0,0,Mixed or Average,4.7,19,48,1,3,20,50
The Unknown Known,RADiUS-TWC,"Apr 2, 2014",1 h 43 m,"['Documentary', 'Biography', 'History', 'War']",2,4,69,Generally Favorable,23,77,7,23,0,0,Generally Favorable,6.8,8,62,4,31,1,8
The Ignorant Fairies,Strand Releasing,"Sep 20, 2002",1 h 46 m,"['Drama', 'Romance']",10,16,69,Generally Favorable,14,88,1,6,1,6,Universal Acclaim,8.3,4,100,0,0,0,0
Small Time Crooks,DreamWorks Distribution,"May 19, 2000",1 h 34 m,"['Comedy', 'Crime']",1,3,69,Generally Favorable,25,78,7,22,0,0,Generally Favorable,6.4,23,55,15,36,4,10
Monster's Ball,Lions Gate Films,"Dec 26, 2001",1 h 51 m,"['Drama', 'Romance']",4,6,69,Generally Favorable,25,78,6,19,1,3,Generally Favorable,6.9,43,62,20,29,6,9
Penguins,Walt Disney Studios Motion Pictures,"Apr 17, 2019",1 h 16 m,"['Documentary', 'Family']",1,2,69,Generally Favorable,16,89,2,11,0,0,Generally Favorable,6.9,10,56,6,33,2,11
Operation Avalanche,Lionsgate,"Sep 16, 2016",1 h 34 m,"['Comedy', 'Drama', 'Mystery']",2,10,69,Generally Favorable,11,61,7,39,0,0,Generally Favorable,6.7,12,60,7,35,1,5
Diana Vreeland: The Eye Has to Travel,Samuel Goldwyn Films,"Sep 21, 2012",1 h 26 m,"['Documentary', 'Biography']",1,4,69,Generally Favorable,16,76,5,24,0,0,Generally Favorable,7.2,3,50,3,50,0,0
Julia,Sony Pictures Classics,"Nov 12, 2021",1 h 35 m,"['Documentary', 'Biography']",0,5,69,Generally Favorable,18,86,3,14,0,0,Generally Favorable,6.7,6,67,2,22,1,11
This Is Not Berlin,Samuel Goldwyn Films,"Aug 9, 2019",1 h 55 m,['Drama'],5,18,69,Generally Favorable,9,69,4,31,0,0,Mixed or Average,5.8,2,40,1,20,2,40
The Dry,IFC Films,"May 21, 2021",1 h 57 m,"['Crime', 'Drama', 'Mystery', 'Thriller']",4,25,69,Generally Favorable,16,70,7,30,0,0,Generally Favorable,6.9,36,75,10,21,2,4
What Our Fathers Did: A Nazi Legacy,Oscilloscope Pictures,"Nov 6, 2015",1 h 36 m,"['Documentary', 'History']",1,3,69,Generally Favorable,12,80,3,20,0,0,Generally Favorable,7.5,4,100,0,0,0,0
Blockers,Columbia Pictures,"Apr 6, 2018",1 h 42 m,"['Comedy', 'Drama']",1,4,69,Generally Favorable,38,83,7,15,1,2,Generally Favorable,6.2,78,49,66,41,16,10
Green Book,Universal Pictures,"Nov 16, 2018",2 h 10 m,"['Biography', 'Comedy', 'Drama', 'Music']",6,19,69,Generally Favorable,37,71,13,25,2,4,Generally Favorable,8.0,611,87,62,9,32,5
The Animal Kingdom,Magnet Releasing,"Mar 15, 2024",2 h 8 m,"['Adventure', 'Drama', 'Horror', 'Mystery', 'Sci-Fi']",9,21,69,Generally Favorable,11,65,6,35,0,0,Mixed or Average,5.7,10,48,7,33,4,19
White Reindeer,IFC Films,"Dec 6, 2013",1 h 22 m,"['Comedy', 'Drama']",2,4,69,Generally Favorable,12,75,3,19,1,6,Mixed or Average,4.8,1,17,3,50,2,33
The Mole Agent,Gravitas Ventures,"Sep 1, 2020",1 h 24 m,['Documentary'],5,7,69,Generally Favorable,8,62,5,38,0,0,Generally Favorable,7.2,15,60,10,40,0,0
Of an Age,Focus Features,"Feb 17, 2023",1 h 39 m,"['Drama', 'Romance']",3,14,69,Generally Favorable,14,78,4,22,0,0,Generally Favorable,6.5,7,54,5,38,1,8
Rez Ball,Netflix,"Sep 27, 2024",1 h 51 m,"['Drama', 'Sport']",1,2,69,Generally Favorable,8,80,2,20,0,0,Mixed or Average,5.4,6,46,3,23,4,31
Alps,Kino Lorber,"Jul 13, 2012",1 h 33 m,['Drama'],3,6,69,Generally Favorable,12,75,4,25,0,0,Generally Favorable,6.3,21,60,10,29,4,11
Big Star: Nothing Can Hurt Me,Magnolia Pictures,"Jul 3, 2013",1 h 53 m,"['Documentary', 'Music']",0,0,69,Generally Favorable,12,80,2,13,1,7,Generally Favorable,6.3,5,71,0,0,2,29
Boy Erased,Focus Features,"Nov 2, 2018",1 h 55 m,"['Biography', 'Drama']",3,14,69,Generally Favorable,39,81,9,19,0,0,Generally Favorable,7.1,83,71,27,23,7,6
The Changeover,Vertical Entertainment,"Feb 22, 2019",1 h 35 m,"['Fantasy', 'Horror', 'Thriller']",1,1,69,Generally Favorable,5,71,2,29,0,0,Generally Favorable,7.4,4,80,1,20,0,0
The Avengers,Walt Disney Studios Motion Pictures,"May 4, 2012",2 h 23 m,"['Action', 'Sci-Fi']",7,24,69,Generally Favorable,32,74,10,23,1,2,Generally Favorable,8.0,3.8k,84,435,10,308,7
Venus in Fur,Sundance Selects,"Jun 20, 2014",1 h 36 m,['Drama'],2,11,69,Generally Favorable,22,67,10,30,1,3,Generally Favorable,7.1,35,76,6,13,5,11
Jingle Jangle: A Christmas Journey,Netflix,"Nov 13, 2020",2 h 2 m,"['Family', 'Fantasy', 'Musical']",4,20,69,Generally Favorable,9,60,6,40,0,0,Mixed or Average,6.0,24,50,9,19,15,31
Beirut,Bleecker Street Media,"Apr 11, 2018",1 h 49 m,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",0,1,69,Generally Favorable,24,77,5,16,2,6,Generally Favorable,6.4,37,58,21,33,6,9
Nurse Betty,USA Films,"Sep 8, 2000",1 h 50 m,"['Comedy', 'Crime', 'Drama', 'Romance']",4,6,69,Generally Favorable,21,62,11,32,2,6,Mixed or Average,5.6,9,36,12,48,4,16
Antarctica: A Year on Ice,Music Box Films,"Nov 28, 2014",1 h 31 m,"['Documentary', 'Adventure', 'Biography', 'Drama']",3,5,69,Generally Favorable,7,88,0,0,1,13,Generally Favorable,8.0,6,100,0,0,0,0
American Hardcore,Sony Pictures Classics,"Sep 22, 2006",1 h 40 m,"['Documentary', 'History', 'Music']",0,0,69,Generally Favorable,18,86,3,14,0,0,Generally Favorable,7.3,4,67,2,33,0,0
Oh Lucy!,Film Movement,"Mar 2, 2018",1 h 35 m,"['Comedy', 'Drama', 'Romance']",1,6,69,Generally Favorable,16,89,2,11,0,0,Generally Favorable,7.1,9,82,2,18,0,0
Hide Your Smiling Faces,Tribeca Film,"Mar 28, 2014",1 h 21 m,['Drama'],6,6,69,Generally Favorable,10,63,6,38,0,0,Generally Favorable,7.1,5,63,3,38,0,0
Dark River,FilmRise,"Jun 29, 2018",1 h 30 m,"['Drama', 'Mystery', 'Thriller']",1,4,69,Generally Favorable,15,68,6,27,1,5,Generally Favorable,6.6,10,56,5,28,3,17
Bad 25,,"Oct 19, 2012",2 h 9 m,"['Documentary', 'Music']",2,3,69,Generally Favorable,9,69,4,31,0,0,Generally Favorable,7.3,38,68,8,14,10,18
Zero Motivation,Zeitgeist Films,"Dec 3, 2014",1 h 37 m,"['Comedy', 'Drama']",9,16,69,Generally Favorable,15,83,3,17,0,0,Generally Favorable,7.5,5,63,3,38,0,0
Bodies Bodies Bodies,A24,"Aug 5, 2022",1 h 34 m,"['Comedy', 'Horror', 'Mystery', 'Thriller']",1,8,69,Generally Favorable,32,74,10,23,1,2,Mixed or Average,5.8,74,51,43,30,28,19
Joshua,Fox Searchlight Pictures,"Jul 6, 2007",1 h 46 m,"['Drama', 'Horror', 'Thriller']",4,8,69,Generally Favorable,21,84,4,16,0,0,Generally Favorable,7.0,11,52,8,38,2,10
The Piano Lesson,Netflix,"Nov 6, 2024",2 h 5 m,"['Drama', 'Music']",10,31,69,Generally Favorable,28,70,12,30,0,0,Mixed or Average,5.7,22,54,8,20,11,27
Togo,Disney+,"Dec 20, 2019",1 h 53 m,"['Adventure', 'Biography', 'Drama', 'Family', 'History']",1,3,69,Generally Favorable,6,75,2,25,0,0,Universal Acclaim,8.1,66,80,15,18,2,2
Gook,Samuel Goldwyn Films,"Aug 18, 2017",1 h 34 m,['Drama'],4,9,69,Generally Favorable,16,84,3,16,0,0,Generally Favorable,6.2,8,73,1,9,2,18
You Ain't Seen Nothin' Yet,Kino Lorber,"Jun 7, 2013",1 h 55 m,"['Comedy', 'Drama']",0,3,69,Generally Favorable,12,75,4,25,0,0,Mixed or Average,4.2,1,17,2,33,3,50
Blue Story,Paramount Pictures,"May 5, 2020",1 h 31 m,"['Crime', 'Drama', 'Musical']",2,15,69,Generally Favorable,10,67,5,33,0,0,Generally Favorable,6.7,3,50,3,50,0,0
