Title,Streaming Platform,Release Date,Duration,Genres,Award Wins,Award Nominations,Metascore,Critic Category,Critic positive counts,Critic positive percentage,Critic mixed counts,Critic mixed percentage,Critic negative counts,Critic negative percentage,User Score Category,User Score,User positive counts,User positive percentage,User mixed counts,User mixed percentage,User negative counts,User negative percentage
The Secret Life of Words,Good Machine,"Dec 15, 2006",1 h 55 m,"['Drama', 'Romance']",11,21,68,Generally Favorable,9,82,2,18,0,0,Generally Favorable,7.8,6,75,2,25,0,0
Avengers: Infinity War,Walt Disney Studios Motion Pictures,"Apr 27, 2018",2 h 29 m,"['Action', 'Adventure', 'Sci-Fi']",14,27,68,Generally Favorable,39,72,14,26,1,2,Universal Acclaim,8.7,4.2k,90,265,6,210,5
A Vigilante,Saban Films,"Mar 29, 2019",1 h 31 m,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,3,68,Generally Favorable,10,83,1,8,1,8,Mixed or Average,4.7,9,36,8,32,8,32
Vision: From the Life of Hildegard Von Bingen,Zeitgeist Films,"Oct 13, 2010",1 h 50 m,"['Biography', 'Drama', 'History']",1,4,68,Generally Favorable,6,86,1,14,0,0,Mixed or Average,5.3,2,33,2,33,2,33
Maps to the Stars,Focus World,"Feb 27, 2015",1 h 51 m,"['Comedy', 'Drama', 'Mystery']",4,15,68,Generally Favorable,26,67,10,26,3,8,Mixed or Average,5.9,40,40,41,41,18,18
Girl Model,First Run Features,"Sep 7, 2012",1 h 18 m,"['Documentary', 'Thriller']",2,3,68,Generally Favorable,9,64,5,36,0,0,Generally Favorable,6.6,5,56,3,33,1,11
Juniper,Greenwich Entertainment,"Feb 24, 2023",1 h 34 m,['Drama'],1,1,68,Generally Favorable,5,63,3,38,0,0,Generally Favorable,6.3,1,25,3,75,0,0
John Wick,Summit Entertainment,"Oct 24, 2014",1 h 41 m,"['Action', 'Crime', 'Thriller']",3,8,68,Generally Favorable,30,77,5,13,4,10,Generally Favorable,7.8,1.3k,83,195,12,78,5
An Inconvenient Sequel: Truth to Power,Paramount Pictures,"Jul 28, 2017",1 h 38 m,['Documentary'],5,7,68,Generally Favorable,28,78,8,22,0,0,Generally Favorable,6.1,22,58,6,16,10,26
"The Way, Way Back",Fox Searchlight Pictures,"Jul 5, 2013",1 h 43 m,"['Comedy', 'Drama']",1,10,68,Generally Favorable,28,68,12,29,1,2,Generally Favorable,7.9,201,84,32,13,5,2
Sometimes I Think About Dying,Oscilloscope Laboratories,"Jan 26, 2024",1 h 31 m,"['Comedy', 'Drama', 'Romance']",2,4,68,Generally Favorable,21,81,4,15,1,4,Generally Favorable,6.5,16,67,6,25,2,8
Chef,Open Road Films,"May 9, 2014",1 h 54 m,"['Adventure', 'Comedy', 'Drama']",2,3,68,Generally Favorable,25,69,9,25,2,6,Generally Favorable,7.4,254,78,54,17,18,6
Client 9: The Rise and Fall of Eliot Spitzer,Magnolia Pictures,"Nov 5, 2010",1 h 57 m,['Documentary'],0,5,68,Generally Favorable,20,83,2,8,2,8,Generally Favorable,7.0,5,71,2,29,0,0
Detropia,Loki Films,"Sep 7, 2012",1 h 30 m,['Documentary'],4,7,68,Generally Favorable,12,67,6,33,0,0,Universal Acclaim,8.3,7,88,1,13,0,0
Missing Link,Annapurna Pictures,"Apr 12, 2019",1 h 34 m,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",1,10,68,Generally Favorable,22,73,8,27,0,0,Generally Favorable,6.8,58,60,32,33,7,7
Dream Horse,Bleecker Street Media,"May 21, 2021",1 h 53 m,"['Biography', 'Comedy', 'Drama', 'Sport']",3,8,68,Generally Favorable,22,73,8,27,0,0,Generally Favorable,6.5,8,62,5,38,0,0
Why We Fight,Sony Pictures Classics,"Jan 20, 2006",1 h 38 m,"['Documentary', 'History', 'War']",3,3,68,Generally Favorable,24,75,6,19,2,6,Generally Favorable,7.7,6,86,1,14,0,0
Women Without Men,Indiepix,"Apr 9, 2010",1 h 35 m,['Drama'],5,8,68,Generally Favorable,12,75,4,25,0,0,Mixed or Average,5.6,2,40,2,40,1,20
Anita,Samuel Goldwyn Films,"Mar 21, 2014",1 h 35 m,"['Documentary', 'History']",3,4,68,Generally Favorable,10,67,4,27,1,7,Mixed or Average,5.8,4,67,0,0,2,33
Tales from the Golden Age,IFC Films,"Aug 26, 2011",2 h 35 m,"['Comedy', 'History']",2,6,68,Generally Favorable,8,89,1,11,0,0,Generally Favorable,7.5,6,100,0,0,0,0
Active Measures,Super LTD,"Aug 31, 2018",1 h 49 m,['Documentary'],0,0,68,Generally Favorable,6,67,3,33,0,0,Generally Favorable,7.5,15,75,1,5,4,20
Down Terrace,Magnet Releasing,"Oct 15, 2010",1 h 29 m,"['Comedy', 'Crime', 'Drama']",1,5,68,Generally Favorable,11,79,3,21,0,0,Mixed or Average,5.6,6,46,4,31,3,23
This Is the End,Columbia Pictures,"Jun 12, 2013",1 h 47 m,"['Comedy', 'Fantasy']",5,16,67,Generally Favorable,27,66,13,32,1,2,Generally Favorable,7.1,594,70,158,19,102,12
The Door in the Floor,Focus Features,"Jul 14, 2004",1 h 51 m,"['Comedy', 'Drama']",2,4,67,Generally Favorable,25,66,11,29,2,5,Generally Favorable,6.5,10,59,4,24,3,18
Sound of My Voice,Fox Searchlight Pictures,"Apr 27, 2012",1 h 25 m,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",1,5,67,Generally Favorable,22,73,8,27,0,0,Generally Favorable,7.0,30,65,11,24,5,11
Berlin Babylon,Media Luna Entertainment,"Oct 17, 2001",1 h 28 m,['Documentary'],0,0,67,Generally Favorable,4,57,3,43,0,0,Generally Favorable,6.3,4,67,0,0,2,33
Fellini: I'm a Born Liar,First Look International,"Apr 2, 2003",1 h 45 m,"['Documentary', 'Biography']",1,2,67,Generally Favorable,18,86,2,10,1,5,Generally Favorable,7.0,5,83,0,0,1,17
Fahrenheit 9/11,Lions Gate Films,"Jun 23, 2004",2 h 2 m,"['Documentary', 'Drama', 'War']",6,9,67,Generally Favorable,32,74,10,23,1,2,Generally Favorable,6.9,58,64,22,24,11,12
Cuties,Bac Films,"Sep 9, 2020",1 h 36 m,['Drama'],2,6,67,Generally Favorable,9,56,7,44,0,0,Overwhelming Dislike,1.0,58,9,15,2,595,89
Lynch,Absurda,"Oct 26, 2007",1 h 24 m,['Documentary'],0,0,67,Generally Favorable,7,88,1,13,0,0,Generally Favorable,8.0,5,71,1,14,1,14
A Guide to Recognizing Your Saints,First Look International,"Sep 29, 2006",1 h 40 m,"['Crime', 'Drama']",4,8,67,Generally Favorable,19,76,6,24,0,0,Generally Favorable,6.8,27,73,5,14,5,14
The Perks of Being a Wallflower,Summit Entertainment,"Sep 21, 2012",1 h 42 m,['Drama'],4,16,67,Generally Favorable,23,64,12,33,1,3,Universal Acclaim,8.4,573,88,55,8,25,4
In the Aisles,Music Box Films,"Jun 14, 2019",2 h 5 m,"['Drama', 'Romance']",5,10,67,Generally Favorable,9,75,3,25,0,0,Generally Favorable,6.9,9,64,5,36,0,0
The History of Future Folk,Variance Films,"May 31, 2013",1 h 26 m,"['Comedy', 'Music', 'Sci-Fi']",2,4,67,Generally Favorable,6,75,2,25,0,0,Universal Acclaim,8.7,9,90,1,10,0,0
Lady Chatterley's Lover,Netflix,"Nov 23, 2022",1 h 43 m,"['Drama', 'Romance']",0,2,67,Generally Favorable,18,69,8,31,0,0,Generally Favorable,6.3,15,58,9,35,2,8
London River,Cinema Libre Studio,"Dec 9, 2011",1 h 27 m,"['Drama', 'Mystery']",3,6,67,Generally Favorable,11,79,3,21,0,0,Universal Acclaim,8.3,4,100,0,0,0,0
Sissy,XYZ Films,"Sep 29, 2022",1 h 42 m,"['Comedy', 'Drama', 'Horror', 'Romance', 'Thriller']",1,9,67,Generally Favorable,6,86,1,14,0,0,Generally Favorable,6.4,1,20,4,80,0,0
The Sapphires,"Weinstein Company, The","Mar 22, 2013",1 h 43 m,"['Biography', 'Comedy', 'Drama', 'Music', 'Romance']",17,33,67,Generally Favorable,22,73,7,23,1,3,Generally Favorable,7.4,21,75,6,21,1,4
Garden State,Fox Searchlight Pictures,"Jul 28, 2004",1 h 42 m,"['Comedy', 'Drama', 'Romance']",2,21,67,Generally Favorable,30,81,7,19,0,0,Generally Favorable,7.8,118,83,16,11,8,6
The Green Prince,Music Box Films,"Sep 12, 2014",1 h 41 m,"['Documentary', 'Biography']",3,5,67,Generally Favorable,15,79,4,21,0,0,Mixed or Average,5.7,4,57,1,14,2,29
The Myth of the American Sleepover,IFC Films,"Jul 22, 2011",1 h 33 m,"['Comedy', 'Drama', 'Romance']",2,6,67,Generally Favorable,11,73,3,20,1,7,Generally Favorable,6.2,9,53,5,29,3,18
The Year My Parents Went on Vacation,City Lights Pictures,"Feb 15, 2008",1 h 50 m,['Drama'],6,31,67,Generally Favorable,16,84,3,16,0,0,Universal Acclaim,8.3,8,100,0,0,0,0
Unforgivable,Strand Releasing,"Jun 29, 2012",1 h 51 m,['Drama'],0,2,67,Generally Favorable,9,69,4,31,0,0,Generally Favorable,6.8,2,50,2,50,0,0
Water Lilies,Koch Lorber Films,"Apr 4, 2008",1 h 25 m,"['Drama', 'Romance']",1,7,67,Generally Favorable,10,83,2,17,0,0,Generally Favorable,6.8,12,63,6,32,1,5
Rosewater,Open Road Films (II),"Nov 14, 2014",1 h 43 m,"['Biography', 'Drama']",1,2,67,Generally Favorable,26,74,8,23,1,3,Generally Favorable,7.3,29,66,12,27,3,7
Stranger Than Fiction,Columbia Pictures,"Nov 10, 2006",1 h 53 m,"['Comedy', 'Drama', 'Fantasy', 'Romance']",0,8,67,Generally Favorable,29,83,5,14,1,3,Generally Favorable,7.9,129,86,19,13,2,1
Cairo Time,IFC Films,"Aug 6, 2010",1 h 30 m,"['Drama', 'Romance']",2,3,67,Generally Favorable,18,69,8,31,0,0,Generally Favorable,6.7,17,63,6,22,4,15
Damsels in Distress,Sony Pictures Classics,"Apr 6, 2012",1 h 39 m,"['Comedy', 'Drama', 'Romance']",1,3,67,Generally Favorable,21,64,11,33,1,3,Mixed or Average,5.4,23,43,12,23,18,34
Mission: Impossible – The Final Reckoning,Paramount Pictures,"May 23, 2025",2 h 49 m,"['Action', 'Adventure', 'Thriller']",6,8,67,Generally Favorable,39,68,16,28,2,4,Generally Favorable,7.0,229,67,83,24,30,9
A Wolf at the Door,Outsider Pictures,"Mar 27, 2015",1 h 40 m,"['Crime', 'Drama', 'Thriller']",19,30,67,Generally Favorable,6,60,4,40,0,0,Universal Acclaim,8.1,11,79,1,7,2,14
The Gospel According to André,Magnolia Pictures,"May 25, 2018",1 h 33 m,['Documentary'],0,2,67,Generally Favorable,11,65,6,35,0,0,Mixed or Average,5.3,2,33,2,33,2,33
Black Panther: Wakanda Forever,Walt Disney Studios Motion Pictures,"Nov 11, 2022",2 h 41 m,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",7,21,67,Generally Favorable,42,68,18,29,2,3,Mixed or Average,5.2,468,42,262,24,373,34
Barney's Version,Sony Pictures Classics,"Jan 14, 2011",2 h 12 m,"['Comedy', 'Drama']",8,13,67,Generally Favorable,28,85,4,12,1,3,Generally Favorable,6.5,34,55,20,32,8,13
Sometimes Always Never,Eagle Films,"Jun 12, 2020",1 h 31 m,"['Comedy', 'Drama', 'Mystery']",1,1,67,Generally Favorable,15,79,4,21,0,0,Generally Favorable,6.8,5,56,4,44,0,0
Over the Hedge,Paramount Pictures,"May 19, 2006",1 h 23 m,"['Animation', 'Adventure', 'Comedy', 'Family']",4,17,67,Generally Favorable,23,74,8,26,0,0,Generally Favorable,7.3,153,75,40,20,10,5
The Girl with All the Gifts,Saban Films,"Feb 24, 2017",1 h 51 m,"['Action', 'Adventure', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']",3,8,67,Generally Favorable,12,60,7,35,1,5,Generally Favorable,6.3,64,57,33,29,16,14
The Future,Roadside Attractions,"Jul 29, 2011",1 h 32 m,"['Drama', 'Fantasy', 'Romance']",1,3,67,Generally Favorable,19,68,8,29,1,4,Mixed or Average,5.8,13,38,13,38,8,24
North Face,Music Box Films,"Jan 29, 2010",2 h 6 m,"['Adventure', 'Biography', 'Drama', 'History', 'Sport']",4,7,67,Generally Favorable,14,82,3,18,0,0,Generally Favorable,7.7,13,87,1,7,1,7
Workingman's Death,Seventh Art Releasing,"Feb 24, 2006",2 h 2 m,['Documentary'],4,5,67,Generally Favorable,7,70,3,30,0,0,Generally Favorable,8.0,5,100,0,0,0,0
Ray Donovan: The Movie,Showtime Networks,"Jan 14, 2022",1 h 40 m,"['Crime', 'Drama', 'Thriller']",0,3,67,Generally Favorable,5,63,2,25,1,13,Generally Favorable,6.6,12,67,4,22,2,11
Cinderella,Walt Disney Studios Motion Pictures,"Mar 13, 2015",1 h 45 m,"['Adventure', 'Drama', 'Family', 'Fantasy', 'Romance']",0,10,67,Generally Favorable,29,62,17,36,1,2,Generally Favorable,7.0,270,64,115,27,36,9
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,ESPN,"Jul 7, 2006",1 h 37 m,"['Documentary', 'Sport']",0,1,67,Generally Favorable,15,83,3,17,0,0,Generally Favorable,7.7,6,86,0,0,1,14
Mr. Holmes,Roadside Attractions,"Jul 17, 2015",1 h 44 m,"['Crime', 'Drama', 'Family', 'Mystery', 'Thriller']",0,6,67,Generally Favorable,23,66,11,31,1,3,Generally Favorable,7.4,130,79,28,17,7,4
Worth,Netflix,"Sep 3, 2021",1 h 58 m,"['Biography', 'Drama', 'History']",0,0,67,Generally Favorable,15,60,10,40,0,0,Generally Favorable,6.6,15,52,13,45,1,3
Web Junkie,Kino Lorber,"Aug 6, 2014",1 h 14 m,"['Documentary', 'Biography', 'Drama']",0,3,67,Generally Favorable,8,67,4,33,0,0,Mixed or Average,5.4,2,40,1,20,2,40
Ruby Sparks,Fox Searchlight Pictures,"Jul 25, 2012",1 h 44 m,"['Comedy', 'Drama', 'Fantasy', 'Romance']",1,5,67,Generally Favorable,28,70,11,28,1,3,Generally Favorable,8.0,120,89,14,10,1,1
Demonlover,Palm Pictures,"Sep 19, 2003",2 h 9 m,"['Drama', 'Mystery', 'Thriller']",3,8,67,Generally Favorable,18,64,8,29,2,7,Mixed or Average,5.8,4,40,5,50,1,10
A Simple Favor,Lionsgate,"Sep 14, 2018",1 h 57 m,"['Comedy', 'Crime', 'Mystery', 'Thriller']",0,6,67,Generally Favorable,27,66,13,32,1,2,Generally Favorable,6.8,165,64,72,28,20,8
Time to Leave,Strand Releasing,"Jul 14, 2006",1 h 21 m,['Drama'],2,4,67,Generally Favorable,15,71,6,29,0,0,Mixed or Average,5.7,4,44,2,22,3,33
Gabriel,Oscilloscope Pictures,"Jun 19, 2015",1 h 25 m,"['Drama', 'Family', 'Thriller']",2,3,67,Generally Favorable,8,62,4,31,1,8,Universal Acclaim,8.2,6,100,0,0,0,0
I Saw the Devil,Magnet Releasing,"Mar 4, 2011",2 h 21 m,"['Action', 'Thriller']",8,15,67,Generally Favorable,14,74,5,26,0,0,Generally Favorable,7.8,165,83,22,11,13,7
The Eclipse,Magnolia Pictures,"Mar 26, 2010",1 h 28 m,"['Drama', 'Horror', 'Romance']",4,12,67,Generally Favorable,16,76,5,24,0,0,Mixed or Average,5.4,3,43,2,29,2,29
Kill List,IFC Films,"Feb 3, 2012",1 h 35 m,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",2,12,67,Generally Favorable,16,73,3,14,3,14,Generally Favorable,6.3,44,59,20,27,10,14
Giant Little Ones,Mongrel Media,"Mar 1, 2019",1 h 33 m,['Drama'],4,6,67,Generally Favorable,14,82,3,18,0,0,Generally Favorable,6.9,15,75,3,15,2,10
Blink Twice,Metro-Goldwyn-Mayer (MGM),"Aug 23, 2024",1 h 42 m,"['Mystery', 'Thriller']",2,11,66,Generally Favorable,29,64,12,27,4,9,Generally Favorable,6.4,104,58,51,28,24,13
We Jam Econo: The Story of the Minutemen,Rocket Fuel Films,"Aug 26, 2005",1 h 31 m,"['Documentary', 'Biography', 'Music']",0,0,66,Generally Favorable,6,86,1,14,0,0,Mixed or Average,5.5,2,33,3,50,1,17
Looking for Eric,IFC Films,"May 14, 2010",1 h 56 m,"['Comedy', 'Drama', 'Fantasy', 'Sport']",3,4,66,Generally Favorable,17,74,6,26,0,0,Generally Favorable,7.1,11,69,5,31,0,0
Tupac: Resurrection,Paramount Pictures,"Nov 14, 2003",1 h 52 m,"['Documentary', 'Biography', 'Music']",0,5,66,Generally Favorable,23,70,10,30,0,0,Universal Acclaim,8.8,21,95,0,0,1,5
Kung Fu Panda 3,Twentieth Century Fox Film Corporation,"Jan 29, 2016",1 h 35 m,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",1,6,66,Generally Favorable,23,68,11,32,0,0,Generally Favorable,7.4,414,76,105,19,24,4
Being Mary Tyler Moore,HBO,"May 26, 2023",1 h 59 m,['Documentary'],1,4,66,Generally Favorable,4,57,3,43,0,0,Generally Favorable,7.3,3,75,1,25,0,0
Kung Fu Panda 3,Twentieth Century Fox Film Corporation,"Jan 29, 2016",1 h 35 m,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",1,6,66,Generally Favorable,23,68,11,32,0,0,Generally Favorable,7.4,414,76,105,19,24,4
Himizu,Olive Films,"Jan 18, 2013",2 h 9 m,"['Crime', 'Drama', 'Mystery', 'Thriller']",2,6,66,Generally Favorable,4,44,5,56,0,0,Generally Favorable,7.3,5,83,0,0,1,17
Speak No Evil,Universal Pictures,"Sep 13, 2024",1 h 50 m,"['Drama', 'Horror', 'Thriller']",1,4,66,Generally Favorable,28,68,11,27,2,5,Generally Favorable,6.8,102,72,28,20,12,8
World Trade Center,Paramount Pictures,"Aug 9, 2006",2 h 9 m,"['Drama', 'History', 'Thriller']",2,8,66,Generally Favorable,29,73,11,28,0,0,Generally Favorable,6.6,28,51,22,40,5,9
Wonder,Lionsgate,"Nov 17, 2017",1 h 53 m,"['Drama', 'Family']",1,7,66,Generally Favorable,24,73,9,27,0,0,Generally Favorable,7.6,222,83,28,10,19,7
Jimi: All Is by My Side,Open Road Films,"Sep 26, 2014",1 h 58 m,"['Biography', 'Drama', 'Music']",1,5,66,Generally Favorable,18,67,8,30,1,4,Mixed or Average,5.1,13,46,4,14,11,39
The Inventor,Blue Fox Entertainment,"Sep 15, 2023",1 h 32 m,"['Animation', 'Adventure', 'Comedy', 'Family']",1,3,66,Generally Favorable,7,70,3,30,0,0,Generally Favorable,7.7,9,64,5,36,0,0
To Be Takei,Starz Digital Media,"Aug 22, 2014",1 h 34 m,"['Documentary', 'Biography']",0,1,66,Generally Favorable,12,71,5,29,0,0,Universal Acclaim,8.5,6,100,0,0,0,0
LA 92,National Geographic Channel,"Apr 28, 2017",1 h 54 m,"['Documentary', 'Crime', 'History']",2,5,66,Generally Favorable,4,50,4,50,0,0,Generally Favorable,8.0,15,83,3,17,0,0
The Girl Who Played with Fire,Music Box Films,"Jul 9, 2010",2 h 9 m,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",1,3,66,Generally Favorable,26,74,8,23,1,3,Generally Favorable,6.9,79,69,31,27,5,4
Darfur Now,Warner Independent Pictures (WIP),"Nov 2, 2007",1 h 38 m,['Documentary'],5,6,66,Generally Favorable,17,81,4,19,0,0,Generally Favorable,6.2,4,67,1,17,1,17
The Trip to Spain,IFC Films,"Aug 11, 2017",1 h 48 m,"['Adventure', 'Comedy', 'Drama']",1,2,66,Generally Favorable,23,74,8,26,0,0,Generally Favorable,6.7,13,57,10,43,0,0
The Wind,IFC Midnight,"Apr 5, 2019",1 h 26 m,"['Drama', 'Horror', 'Mystery', 'Thriller', 'Western']",1,4,66,Generally Favorable,9,64,5,36,0,0,Generally Favorable,6.1,5,28,12,67,1,6
Borgman,Drafthouse Films,"Jun 6, 2014",1 h 53 m,"['Drama', 'Mystery', 'Thriller']",4,11,66,Generally Favorable,16,73,3,14,3,14,Generally Favorable,6.5,14,47,13,43,3,10
Zelary,Sony Pictures Classics,"Sep 17, 2004",2 h 30 m,"['Drama', 'Romance', 'War']",3,14,66,Generally Favorable,16,80,4,20,0,0,Generally Favorable,7.0,3,50,3,50,0,0
What Keeps You Alive,IFC Midnight,"Aug 24, 2018",1 h 38 m,"['Horror', 'Thriller']",1,6,66,Generally Favorable,10,67,5,33,0,0,Mixed or Average,4.9,6,23,14,54,6,23
Behind the Mask: The Rise of Leslie Vernon,Anchor Bay Entertainment,"Mar 16, 2007",1 h 32 m,"['Comedy', 'Horror', 'Thriller']",3,5,66,Generally Favorable,11,79,3,21,0,0,Generally Favorable,7.2,24,73,5,15,4,12
Son of Rambow,Paramount Vantage,"May 2, 2008",1 h 36 m,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family']",2,8,66,Generally Favorable,21,72,7,24,1,3,Generally Favorable,6.4,14,64,6,27,2,9
In Good Company,Universal Pictures,"Dec 29, 2004",1 h 49 m,"['Comedy', 'Drama', 'Romance']",2,5,66,Generally Favorable,31,78,9,23,0,0,Mixed or Average,5.9,18,45,18,45,4,10
The Phenom,RLJ Entertainment,"Jun 24, 2016",1 h 30 m,"['Drama', 'Sport']",0,0,66,Generally Favorable,12,80,3,20,0,0,Generally Favorable,6.1,7,54,4,31,2,15
Game Over: Kasparov and the Machine,THINKFilm,"Dec 3, 2004",1 h 30 m,['Documentary'],0,1,66,Generally Favorable,11,69,4,25,1,6,Mixed or Average,6.0,3,38,4,50,1,13
Cop Car,Focus World,"Aug 7, 2015",1 h 28 m,"['Crime', 'Thriller']",1,4,66,Generally Favorable,13,62,7,33,1,5,Generally Favorable,6.1,40,56,21,30,10,14
Werewolves Within,IFC Films,"Jun 25, 2021",1 h 37 m,"['Comedy', 'Horror', 'Mystery', 'Thriller']",2,3,66,Generally Favorable,13,76,4,24,0,0,Mixed or Average,5.9,28,48,22,38,8,14
To Dust,Good Deed Entertainment,"Feb 8, 2019",1 h 45 m,"['Comedy', 'Drama']",3,4,66,Generally Favorable,13,81,3,19,0,0,Mixed or Average,5.5,4,50,3,38,1,13
La nouvelle Ève,Sceneries Distribution,"May 5, 2000",1 h 34 m,"['Comedy', 'Drama', 'Romance']",1,2,66,Generally Favorable,9,75,3,25,0,0,Generally Favorable,6.5,2,50,1,25,1,25
Terminator 3: Rise of the Machines,Warner Bros. Pictures,"Jul 2, 2003",1 h 49 m,"['Action', 'Sci-Fi']",0,14,66,Generally Favorable,29,71,11,27,1,2,Generally Favorable,6.3,270,47,242,42,63,11
Julie & Julia,Columbia Pictures,"Aug 7, 2009",2 h 3 m,"['Biography', 'Drama', 'Romance']",2,8,66,Generally Favorable,26,76,8,24,0,0,Generally Favorable,7.2,71,74,22,23,3,3
