Title,Streaming Platform,Release Date,Duration,Genres,Award Wins,Award Nominations,Metascore,Critic Category,Critic positive counts,Critic positive percentage,Critic mixed counts,Critic mixed percentage,Critic negative counts,Critic negative percentage,User Score Category,User Score,User positive counts,User positive percentage,User mixed counts,User mixed percentage,User negative counts,User negative percentage
The Intruder,Wellspring Media,"Dec 23, 2005",2 h 10 m,['Drama'],0,3,85,Universal Acclaim,12,92,0,0,1,8,Mixed or Average,5.5,3,75,0,0,1,25
Forbidden Lie$,Roxie Releasing,"Apr 3, 2009",1 h 44 m,"['Documentary', 'Drama']",4,6,85,Universal Acclaim,8,100,0,0,0,0,Generally Favorable,7.2,4,80,0,0,1,20
The Wages of Fear (1953),Janus Films,"Dec 9, 2011",2 h 27 m,"['Adventure', 'Drama', 'Thriller']",4,4,85,Universal Acclaim,13,87,2,13,0,0,Universal Acclaim,8.4,45,92,4,8,0,0
The Dark Knight,Warner Bros. Pictures,"Jul 18, 2008",2 h 32 m,"['Action', 'Crime', 'Drama', 'Thriller']",16,26,85,Universal Acclaim,35,85,6,15,0,0,Universal Acclaim,9.1,4.9k,95,113,2,166,3
Everybody Wants Some!!,Paramount Pictures,"Mar 30, 2016",1 h 57 m,['Comedy'],1,10,85,Universal Acclaim,46,92,3,6,1,2,Generally Favorable,7.1,152,71,38,18,25,12
Behemoth,Grasshopper Film,"Jan 27, 2017",1 h 35 m,['Documentary'],4,6,85,Universal Acclaim,9,100,0,0,0,0,Mixed or Average,5.8,37,48,17,22,23,30
The Past,Sony Pictures Classics,"Dec 20, 2013",2 h 10 m,"['Drama', 'Mystery']",3,10,85,Universal Acclaim,38,93,3,7,0,0,Universal Acclaim,8.3,110,86,16,13,2,2
Oasis Knebworth 1996,Trafalgar Releasing,"Sep 23, 2021",1 h 50 m,"['Documentary', 'Music']",0,1,85,Universal Acclaim,7,100,0,0,0,0,Generally Favorable,7.7,7,78,1,11,1,11
Black Bag,Focus Features,"Mar 14, 2025",1 h 33 m,"['Drama', 'Mystery', 'Romance', 'Thriller']",1,4,85,Universal Acclaim,51,96,2,4,0,0,Generally Favorable,6.8,139,66,52,25,19,9
One Child Nation,Amazon Studios,"Aug 9, 2019",1 h 28 m,"['Documentary', 'History']",0,9,85,Universal Acclaim,23,92,2,8,0,0,Universal Acclaim,8.2,26,90,3,10,0,0
24 Hour Party People,Metro-Goldwyn-Mayer Distributing Corporation (MGM),"Aug 9, 2002",1 h 57 m,"['Biography', 'Comedy', 'Drama', 'Music']",1,6,85,Universal Acclaim,29,100,0,0,0,0,Generally Favorable,7.6,33,79,8,19,1,2
Identifying Features,Kino Lorber,"Jan 22, 2021",1 h 35 m,['Drama'],15,22,85,Universal Acclaim,16,100,0,0,0,0,Generally Favorable,6.9,14,70,2,10,4,20
The Wonderful Story of Henry Sugar,Netflix,"Sep 20, 2023",37 m,"['Unknown', 'Adventure', 'Comedy', 'Drama']",1,3,85,Universal Acclaim,28,90,3,10,0,0,Generally Favorable,7.5,101,80,19,15,7,6
Atonement,Focus Features,"Dec 7, 2007",2 h 3 m,"['Drama', 'Mystery', 'Romance', 'War']",5,28,85,Universal Acclaim,33,92,3,8,0,0,Generally Favorable,7.8,248,83,40,13,12,4
The Tree of Life,Fox Searchlight Pictures,"May 27, 2011",2 h 19 m,"['Drama', 'Fantasy']",7,25,85,Universal Acclaim,45,90,4,8,1,2,Generally Favorable,7.1,498,68,106,14,129,18
Decision to Leave,MUBI,"Oct 14, 2022",2 h 18 m,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",10,26,85,Universal Acclaim,42,95,2,5,0,0,Generally Favorable,7.7,107,83,17,13,5,4
Daughters,Netflix,"Aug 9, 2024",1 h 42 m,['Documentary'],3,12,85,Universal Acclaim,22,100,0,0,0,0,Generally Favorable,7.4,14,78,1,6,3,17
The Fabelmans,Universal Pictures,"Nov 11, 2022",2 h 31 m,['Drama'],3,23,85,Universal Acclaim,60,92,5,8,0,0,Generally Favorable,7.4,197,78,34,13,23,9
The Host,Magnolia Pictures,"Mar 9, 2007",1 h 59 m,"['Drama', 'Horror', 'Sci-Fi']",11,26,85,Universal Acclaim,34,97,1,3,0,0,Generally Favorable,7.2,175,76,36,16,19,8
The Departure,Matson Films,"Oct 13, 2017",1 h 27 m,['Documentary'],0,3,85,Universal Acclaim,9,100,0,0,0,0,Generally Favorable,8.0,4,80,1,20,0,0
Grisbi (re-release),United Motion Pictures Organization (UMPO),"Sep 5, 2003",1 h 34 m,"['Crime', 'Drama']",1,2,85,Universal Acclaim,6,75,2,25,0,0,Generally Favorable,7.9,6,86,1,14,0,0
Restrepo,National Geographic Entertainment,"Jun 25, 2010",1 h 33 m,"['Documentary', 'Biography', 'History', 'War']",4,6,85,Universal Acclaim,32,97,1,3,0,0,Generally Favorable,7.4,57,70,22,27,3,4
Beyond Utopia,,"Oct 23, 2023",1 h 55 m,"['Documentary', 'Biography', 'History', 'News']",4,8,85,Universal Acclaim,16,100,0,0,0,0,Universal Acclaim,8.5,10,91,1,9,0,0
Vermiglio,Janus Films,"Dec 25, 2024",1 h 59 m,"['Drama', 'History']",12,21,85,Universal Acclaim,14,88,2,13,0,0,Mixed or Average,5.4,5,38,4,31,4,31
Beanpole,Kino Lorber,"Jan 29, 2020",2 h 17 m,"['Drama', 'War']",7,21,85,Universal Acclaim,24,92,2,8,0,0,Generally Favorable,6.5,37,61,14,23,10,16
Won't You Be My Neighbor?,Focus Features,"Jun 8, 2018",1 h 34 m,"['Documentary', 'Biography', 'History']",6,11,85,Universal Acclaim,39,95,2,5,0,0,Universal Acclaim,8.5,121,91,9,7,3,2
Passing Strange,IFC,"Aug 21, 2009",2 h 15 m,"['Comedy', 'Drama', 'Music', 'Musical']",0,3,85,Universal Acclaim,10,91,1,9,0,0,Generally Favorable,6.6,6,67,1,11,2,22
Meek's Cutoff,Oscilloscope Pictures,"Apr 8, 2011",1 h 44 m,"['Adventure', 'Drama', 'Thriller', 'Western']",2,7,85,Universal Acclaim,32,89,3,8,1,3,Generally Favorable,6.4,50,59,16,19,19,22
Fruitvale Station,"Weinstein Company, The","Jul 12, 2013",1 h 25 m,"['Biography', 'Crime', 'Drama', 'Romance']",2,21,85,Universal Acclaim,43,93,3,7,0,0,Generally Favorable,7.8,244,85,25,9,19,7
I'm Still Here,Sony Pictures Classics,"Jan 17, 2025",2 h 16 m,"['Biography', 'Drama', 'History']",3,22,85,Universal Acclaim,36,84,7,16,0,0,Universal Acclaim,9.1,489,93,12,2,27,5
Rachel Getting Married,Sony Pictures Classics,"Oct 3, 2008",1 h 53 m,"['Drama', 'Romance']",1,9,85,Universal Acclaim,32,89,3,8,1,3,Generally Favorable,7.0,62,74,12,14,10,12
Watchers of the Sky,Music Box Films,"Oct 17, 2014",2 h,"['Documentary', 'Biography', 'History', 'News']",4,5,85,Universal Acclaim,12,100,0,0,0,0,Mixed or Average,6.0,2,50,1,25,1,25
Sound and Fury,Artistic License,"Oct 25, 2000",1 h 20 m,['Documentary'],2,3,85,Universal Acclaim,17,100,0,0,0,0,Universal Acclaim,9.3,4,100,0,0,0,0
The Circle,WinStar Cinema,"Apr 13, 2001",1 h 30 m,['Drama'],11,11,85,Universal Acclaim,28,100,0,0,0,0,Generally Favorable,6.6,2,40,3,60,0,0
Paragraph 175,New Yorker Films,"Sep 13, 2000",1 h 21 m,"['Documentary', 'History', 'Romance', 'War']",3,6,85,Universal Acclaim,14,100,0,0,0,0,Generally Favorable,7.8,3,75,1,25,0,0
The Eternal Memory,MTV Documentary Films,"Aug 11, 2023",1 h 25 m,['Documentary'],3,9,85,Universal Acclaim,18,95,1,5,0,0,Generally Favorable,8.0,19,86,1,5,2,9
The Handmaiden,Amazon Studios,"Oct 21, 2016",2 h 24 m,"['Drama', 'Romance', 'Thriller']",9,24,85,Universal Acclaim,36,90,4,10,0,0,Universal Acclaim,8.5,300,89,25,7,12,4
EO,Janus Films,"Nov 18, 2022",1 h 26 m,['Drama'],7,18,85,Universal Acclaim,29,97,1,3,0,0,Generally Favorable,6.9,31,69,10,22,4,9
Slumdog Millionaire,Fox Searchlight Pictures,"Nov 12, 2008",2 h,"['Crime', 'Drama', 'Romance']",13,26,84,Universal Acclaim,34,94,2,6,0,0,Generally Favorable,7.9,459,85,66,12,18,3
Black Is King,Disney+,"Jul 31, 2020",1 h 25 m,"['Adventure', 'Drama', 'Fantasy', 'Music']",1,6,84,Universal Acclaim,19,100,0,0,0,0,Universal Acclaim,8.9,1.1k,89,20,2,122,10
The Work,,"Oct 20, 2017",1 h 29 m,['Documentary'],2,6,84,Universal Acclaim,12,92,1,8,0,0,Generally Favorable,7.5,6,75,0,0,2,25
A Christmas Tale,"Criterion Collection, The","Nov 14, 2008",2 h 30 m,"['Comedy', 'Drama']",3,18,84,Universal Acclaim,29,91,3,9,0,0,Generally Favorable,7.3,13,72,5,28,0,0
Paranoid Park,IFC Films,"Mar 7, 2008",1 h 25 m,"['Crime', 'Drama', 'Mystery']",4,9,84,Universal Acclaim,23,85,4,15,0,0,Generally Favorable,6.8,32,65,11,22,6,12
In the Shadow of the Moon,Discovery Communications,"Sep 7, 2007",1 h 49 m,"['Documentary', 'History']",1,6,84,Universal Acclaim,33,97,1,3,0,0,Generally Favorable,6.8,15,75,1,5,4,20
The Big Risk,United Artists,"Nov 18, 2005",1 h 43 m,"['Crime', 'Drama', 'Romance', 'Thriller']",0,0,84,Universal Acclaim,9,100,0,0,0,0,Mixed or Average,6.0,3,75,0,0,1,25
76 Days,,"Dec 4, 2020",1 h 33 m,"['Documentary', 'Drama']",2,6,84,Universal Acclaim,23,100,0,0,0,0,Generally Favorable,7.3,5,83,1,17,0,0
Shin Ultraman,Fathom Events,"Jan 11, 2023",1 h 58 m,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",4,9,84,Universal Acclaim,8,100,0,0,0,0,Generally Favorable,7.2,17,68,6,24,2,8
"Are You There God? It's Me, Margaret",Lionsgate,"Apr 28, 2023",1 h 46 m,"['Comedy', 'Drama', 'Family']",7,20,84,Universal Acclaim,47,96,2,4,0,0,Generally Favorable,7.4,73,79,11,12,8,9
The Truffle Hunters,Sony Pictures Classics,"Mar 5, 2021",1 h 24 m,['Documentary'],3,8,84,Universal Acclaim,31,100,0,0,0,0,Generally Favorable,7.1,11,79,2,14,1,7
Children of Men,Universal Pictures,"Dec 25, 2006",1 h 49 m,"['Drama', 'Sci-Fi', 'Thriller']",7,25,84,Universal Acclaim,37,97,1,3,0,0,Universal Acclaim,8.3,573,89,50,8,21,3
Judas and the Black Messiah,Warner Bros. Pictures,"Feb 12, 2021",2 h 6 m,"['Biography', 'Drama', 'History']",6,20,84,Universal Acclaim,46,94,3,6,0,0,Generally Favorable,7.3,211,79,29,11,28,10
Revanche,Janus Films,"May 1, 2009",2 h 1 m,"['Crime', 'Drama', 'Romance', 'Thriller']",5,6,84,Universal Acclaim,21,95,1,5,0,0,Universal Acclaim,8.1,25,93,2,7,0,0
The Man Without a Past,Columbia TriStar Home Entertainment,"Apr 4, 2003",1 h 37 m,"['Comedy', 'Drama', 'Romance']",6,15,84,Universal Acclaim,29,100,0,0,0,0,Generally Favorable,7.0,16,73,4,18,2,9
Once Upon a Time ... in Hollywood,Columbia Pictures,"Jul 26, 2019",2 h 41 m,"['Comedy', 'Drama']",11,31,84,Universal Acclaim,56,90,6,10,0,0,Generally Favorable,7.5,1.5k,78,231,12,213,11
After the Storm,Film Movement,"Mar 17, 2017",1 h 57 m,"['Comedy', 'Drama']",2,7,84,Universal Acclaim,25,96,1,4,0,0,Generally Favorable,7.8,34,87,2,5,3,8
Moonrise Kingdom,Focus Features,"May 25, 2012",1 h 34 m,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",1,13,84,Universal Acclaim,42,98,0,0,1,2,Universal Acclaim,8.1,766,86,83,9,46,5
Calle 54,Miramax Films,"Oct 20, 2000",1 h 45 m,"['Documentary', 'Music']",3,5,84,Universal Acclaim,21,95,1,5,0,0,Mixed or Average,4.0,2,40,0,0,3,60
Horse Money,"Cinema Guild, The","Jul 24, 2015",1 h 43 m,['Drama'],14,22,84,Universal Acclaim,10,91,1,9,0,0,Mixed or Average,5.8,3,50,1,17,2,33
Up the Yangtze,Zeitgeist Films,"Apr 25, 2008",1 h 33 m,['Documentary'],8,10,84,Universal Acclaim,17,100,0,0,0,0,Mixed or Average,5.5,2,50,1,25,1,25
Sinners,Warner Bros.,"Apr 18, 2025",2 h 11 m,"['Action', 'Drama', 'Horror', 'Music', 'Thriller']",10,22,84,Universal Acclaim,51,93,4,7,0,0,Generally Favorable,7.4,565,76,102,14,81,11
McQueen,Bleecker Street Media,"Jul 20, 2018",1 h 51 m,"['Documentary', 'Biography']",1,4,84,Universal Acclaim,28,100,0,0,0,0,Generally Favorable,7.6,26,87,2,7,2,7
Earth Mama,A24,"Jul 7, 2023",1 h 37 m,['Drama'],2,9,84,Universal Acclaim,24,100,0,0,0,0,Mixed or Average,5.8,6,38,6,38,4,25
Booksmart,Annapurna Pictures,"May 24, 2019",1 h 42 m,['Comedy'],8,15,84,Universal Acclaim,49,94,3,6,0,0,Generally Favorable,6.8,309,68,54,12,89,20
Writing with Fire,Music Box Films,"Nov 26, 2021",1 h 33 m,['Documentary'],4,7,84,Universal Acclaim,13,100,0,0,0,0,Generally Favorable,6.1,4,50,3,38,1,13
"Small Axe: Red, White and Blue",Amazon Prime Video,"Dec 4, 2020",1 h 20 m,"['Drama', 'History']",0,0,84,Universal Acclaim,18,100,0,0,0,0,Generally Favorable,6.9,17,77,2,9,3,14
Ascension,MTV Documentary Films,"Oct 8, 2021",1 h 37 m,['Documentary'],3,12,84,Universal Acclaim,12,92,1,8,0,0,Generally Favorable,6.5,13,68,3,16,3,16
Lantana,Lions Gate Films,"Dec 14, 2001",2 h 1 m,"['Drama', 'Mystery', 'Romance']",19,36,84,Universal Acclaim,27,93,1,3,1,3,Generally Favorable,6.6,14,74,2,11,3,16
Reality,HBO Films,"May 29, 2023",1 h 25 m,['Drama'],3,6,84,Universal Acclaim,26,96,1,4,0,0,Generally Favorable,7.3,51,72,16,23,4,6
Séraphine,Music Box Films,"Jun 5, 2009",2 h 5 m,"['Biography', 'Drama']",13,18,84,Universal Acclaim,22,100,0,0,0,0,Universal Acclaim,8.5,6,100,0,0,0,0
49 Up,First Run Features,"Oct 6, 2006",3 h,"['Documentary', 'Biography']",0,4,84,Universal Acclaim,24,96,1,4,0,0,Generally Favorable,7.9,6,86,0,0,1,14
To a Land Unknown,Watermelon Pictures,"Jul 11, 2025",1 h 45 m,"['Crime', 'Thriller']",5,11,84,Universal Acclaim,16,100,0,0,0,0,Generally Favorable,6.2,7,54,3,23,3,23
BPM (Beats Per Minute),"Orchard, The","Oct 20, 2017",2 h 20 m,['Drama'],18,32,84,Universal Acclaim,24,92,2,8,0,0,Generally Favorable,8.0,41,82,6,12,3,6
The Seed of the Sacred Fig,Neon,"Nov 27, 2024",2 h 48 m,"['Crime', 'Drama', 'Thriller']",5,8,84,Universal Acclaim,28,93,2,7,0,0,Generally Favorable,7.7,40,83,3,6,5,10
To Leslie,Momentum Pictures,"Oct 7, 2022",1 h 59 m,['Drama'],4,7,84,Universal Acclaim,18,95,1,5,0,0,Generally Favorable,7.5,37,79,10,21,0,0
Harmonium,Film Movement,"Jun 16, 2017",2 h,['Drama'],3,7,84,Universal Acclaim,16,100,0,0,0,0,Generally Favorable,7.8,9,82,1,9,1,9
Heart of a Dog,Abramorama,"Oct 21, 2015",1 h 15 m,['Documentary'],2,8,84,Universal Acclaim,17,85,3,15,0,0,Mixed or Average,5.8,6,60,2,20,2,20
Lagaan: Once Upon a Time in India,Sony Pictures Classics,"May 8, 2002",3 h 44 m,"['Drama', 'Musical', 'Sport']",20,36,84,Universal Acclaim,21,100,0,0,0,0,Generally Favorable,8.0,62,83,8,11,5,7
No Man's Land,Metro-Goldwyn-Mayer Distributing Corporation (MGM),"Dec 7, 2001",1 h 38 m,"['Comedy', 'Drama', 'War']",4,5,84,Universal Acclaim,28,97,1,3,0,0,Universal Acclaim,8.4,33,87,4,11,1,3
Far From Heaven,Focus Features,"Nov 8, 2002",1 h 47 m,"['Drama', 'Romance']",3,20,84,Universal Acclaim,34,92,1,3,2,5,Generally Favorable,7.8,57,79,11,15,4,6
Fireworks Wednesday (2006),Grasshopper Film,"Mar 16, 2016",1 h 42 m,"['Drama', 'Mystery', 'Romance', 'Thriller']",7,11,84,Universal Acclaim,17,94,1,6,0,0,Universal Acclaim,8.3,40,87,5,11,1,2
Aferim!,Big World Pictures,"Jan 22, 2016",1 h 48 m,"['Adventure', 'Comedy', 'Drama', 'History', 'Western']",15,16,84,Universal Acclaim,17,100,0,0,0,0,Generally Favorable,7.7,36,80,3,7,6,13
War Witch,Tribeca Film,"Mar 1, 2013",1 h 30 m,"['Drama', 'War']",18,23,84,Universal Acclaim,15,94,1,6,0,0,Generally Favorable,7.5,20,80,3,12,2,8
Toy Story 4,Walt Disney Studios Motion Pictures,"Jun 21, 2019",1 h 40 m,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",1,9,84,Universal Acclaim,56,98,1,2,0,0,Generally Favorable,7.6,769,79,120,12,82,8
Darwin's Nightmare,International Film Circuit,"Aug 3, 2005",1 h 47 m,['Documentary'],4,6,84,Universal Acclaim,18,100,0,0,0,0,Generally Favorable,6.2,4,67,0,0,2,33
My Winnipeg,IFC Films,"Jun 13, 2008",1 h 20 m,"['Comedy', 'Drama', 'Fantasy', 'History']",2,13,84,Universal Acclaim,25,100,0,0,0,0,Generally Favorable,7.3,7,78,0,0,2,22
On the Record,HBO Max,"May 27, 2020",1 h 35 m,['Documentary'],1,3,84,Universal Acclaim,22,100,0,0,0,0,Generally Favorable,7.8,11,92,0,0,1,8
The White Ribbon,Sony Pictures Classics,"Dec 30, 2009",2 h 24 m,"['Drama', 'Mystery', 'Thriller']",11,16,84,Universal Acclaim,30,88,3,9,1,3,Generally Favorable,8.0,106,85,12,10,7,6
