Title,Streaming Platform,Release Date,Duration,Genres,Award Wins,Award Nominations,Metascore,Critic Category,Critic positive counts,Critic positive percentage,Critic mixed counts,Critic mixed percentage,Critic negative counts,Critic negative percentage,User Score Category,User Score,User positive counts,User positive percentage,User mixed counts,User mixed percentage,User negative counts,User negative percentage
Mile 22,STX Entertainment,"Aug 17, 2018",1 h 34 m,"['Action', 'Thriller']",1,1,38,Generally Unfavorable,8,22,13,36,15,42,Mixed or Average,5.3,42,32,53,41,35,27
The Mostly Unfabulous Social Life of Ethan Green,Regent Releasing,"Jun 16, 2006",1 h 28 m,"['Comedy', 'Romance']",1,1,38,Generally Unfavorable,3,20,5,33,7,47,Mixed or Average,4.0,2,50,0,0,2,50
Our Family Wedding,Fox Searchlight Pictures,"Mar 12, 2010",1 h 30 m,"['Comedy', 'Romance']",0,4,38,Generally Unfavorable,3,13,12,50,9,38,Mixed or Average,5.8,1,25,2,50,1,25
Angels Crest,Magnolia Home Entertainment,"Dec 30, 2011",1 h 32 m,['Drama'],0,1,38,Generally Unfavorable,0,0,9,82,2,18,Mixed or Average,5.7,2,33,4,67,0,0
Taking Lives,Warner Bros. Pictures,"Mar 19, 2004",1 h 43 m,"['Crime', 'Mystery', 'Thriller']",0,3,38,Generally Unfavorable,6,17,16,46,13,37,Mixed or Average,5.7,22,37,29,49,8,14
The Texas Chainsaw Massacre,New Line Cinema,"Oct 17, 2003",1 h 38 m,['Horror'],0,10,38,Generally Unfavorable,5,15,15,45,13,39,Generally Favorable,6.3,90,50,57,32,33,18
The Chronicles of Riddick,Universal Pictures,"Jun 11, 2004",1 h 59 m,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",0,4,38,Generally Unfavorable,3,9,20,59,11,32,Generally Favorable,7.1,155,67,55,24,21,9
Sweetwater,Arc Entertainment,"Oct 11, 2013",1 h 35 m,"['Drama', 'Thriller', 'Western']",1,2,38,Generally Unfavorable,0,0,5,71,2,29,Mixed or Average,4.7,3,33,3,33,3,33
Submergence,California Filmes,"Apr 13, 2018",1 h 52 m,"['Drama', 'Romance', 'Thriller']",0,2,38,Generally Unfavorable,1,6,9,56,6,38,Mixed or Average,4.1,4,17,10,43,9,39
Jack Goes Home,Momentum Pictures,"Oct 14, 2016",1 h 40 m,"['Drama', 'Horror', 'Mystery', 'Thriller']",0,0,38,Generally Unfavorable,1,13,5,63,2,25,Mixed or Average,4.8,2,17,8,67,2,17
Entourage,Warner Bros. Pictures,"Jun 3, 2015",1 h 44 m,"['Comedy', 'Drama']",0,0,38,Generally Unfavorable,7,18,20,50,13,33,Mixed or Average,5.2,59,36,53,33,50,31
Terminator Genisys,Paramount Pictures,"Jul 1, 2015",2 h 6 m,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",0,5,38,Generally Unfavorable,5,12,24,59,12,29,Mixed or Average,5.9,652,49,359,27,317,24
Gemini Man,Paramount Pictures,"Oct 11, 2019",1 h 57 m,"['Action', 'Sci-Fi', 'Thriller']",1,4,38,Generally Unfavorable,11,22,21,43,17,35,Mixed or Average,5.3,75,28,134,49,63,23
Eragon,Fox 2000 Pictures,"Dec 15, 2006",1 h 44 m,"['Action', 'Adventure', 'Family', 'Fantasy']",1,5,38,Generally Unfavorable,5,17,16,55,8,28,Generally Unfavorable,3.7,25,16,46,30,84,54
Standing Still,Freestyle Releasing,"Apr 21, 2006",1 h 30 m,"['Comedy', 'Drama', 'Romance']",0,0,38,Generally Unfavorable,0,0,7,88,1,13,Mixed or Average,5.8,2,50,1,25,1,25
Bad Boys II,Columbia Pictures,"Jul 18, 2003",2 h 27 m,"['Action', 'Comedy', 'Crime', 'Thriller']",3,9,38,Generally Unfavorable,9,26,12,35,13,38,Generally Favorable,6.6,158,57,84,30,37,13
Empire,Universal Pictures,"Dec 6, 2002",1 h 30 m,"['Crime', 'Drama', 'Thriller']",0,2,38,Generally Unfavorable,6,22,9,33,12,44,Mixed or Average,5.0,2,18,6,55,3,27
The Green Inferno,Open Road Films (II),"Sep 25, 2015",1 h 40 m,"['Adventure', 'Horror']",1,6,38,Generally Unfavorable,2,11,8,42,9,47,Mixed or Average,4.9,37,30,46,37,40,33
Dark Streets,Samuel Goldwyn Films,"Dec 12, 2008",1 h 23 m,"['Drama', 'Thriller']",1,1,38,Generally Unfavorable,0,0,10,77,3,23,Generally Favorable,7.4,4,80,0,0,1,20
An American Haunting,Freestyle Releasing,"May 5, 2006",1 h 23 m,"['Drama', 'Horror', 'Mystery', 'Thriller']",0,4,38,Generally Unfavorable,3,17,10,56,5,28,Mixed or Average,5.5,14,36,13,33,12,31
The Pickup,Amazon Prime Video,"Aug 6, 2025",1 h 34 m,"['Action', 'Comedy']",0,0,38,Generally Unfavorable,0,0,8,57,6,43,Generally Unfavorable,3.4,2,9,9,39,12,52
Mechanic: Resurrection,Lionsgate,"Aug 26, 2016",1 h 38 m,"['Action', 'Adventure', 'Thriller']",0,1,38,Generally Unfavorable,2,13,7,47,6,40,Mixed or Average,5.2,42,30,63,45,35,25
Men in Black: International,Columbia Pictures,"Jun 14, 2019",1 h 54 m,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",1,6,38,Generally Unfavorable,6,12,29,57,16,31,Mixed or Average,4.2,100,24,146,34,178,42
The Enforcer,Screen Media Films,"Sep 23, 2022",1 h 31 m,"['Action', 'Crime', 'Drama', 'Thriller']",0,0,38,Generally Unfavorable,0,0,8,100,0,0,Generally Unfavorable,3.9,0,0,4,57,3,43
All Eyez on Me,Lionsgate,"Jun 16, 2017",2 h 19 m,"['Biography', 'Drama', 'Music']",0,1,38,Generally Unfavorable,2,9,11,50,9,41,Mixed or Average,4.6,23,29,27,34,30,38
Balls of Fury,Rogue Pictures,"Aug 29, 2007",1 h 30 m,"['Comedy', 'Crime', 'Sport']",0,0,38,Generally Unfavorable,6,23,13,50,7,27,Mixed or Average,5.1,12,29,20,49,9,22
Never Die Alone,Fox Searchlight Pictures,"Mar 26, 2004",1 h 28 m,"['Action', 'Crime', 'Drama', 'Thriller']",0,1,38,Generally Unfavorable,6,21,9,32,13,46,Generally Favorable,6.5,4,31,9,69,0,0
Just Visiting,Buena Vista Pictures,"Apr 6, 2001",1 h 28 m,"['Adventure', 'Comedy', 'Fantasy']",0,0,38,Generally Unfavorable,3,12,14,56,8,32,Generally Favorable,6.3,9,47,6,32,4,21
Radio,Columbia Pictures,"Oct 24, 2003",1 h 49 m,"['Biography', 'Drama', 'Sport']",3,5,38,Generally Unfavorable,4,13,18,56,10,31,Generally Favorable,6.7,17,63,6,22,4,15
The Life Before Her Eyes,Magnolia Pictures,"Apr 18, 2008",1 h 30 m,"['Drama', 'Fantasy', 'Mystery', 'Thriller']",2,2,38,Generally Unfavorable,6,24,8,32,11,44,Generally Favorable,7.3,5,71,1,14,1,14
Abandoned,Vertical Entertainment,"Jun 17, 2022",1 h 42 m,"['Drama', 'Horror', 'Mystery']",0,0,38,Generally Unfavorable,1,14,4,57,2,29,Generally Unfavorable,3.5,1,25,1,25,2,50
The Vatican Tapes,Lionsgate,"Jul 24, 2015",1 h 31 m,"['Horror', 'Thriller']",0,0,38,Generally Unfavorable,1,8,7,58,4,33,Generally Unfavorable,3.7,5,17,10,33,15,50
Ouija,Universal Pictures,"Oct 24, 2014",1 h 29 m,"['Horror', 'Mystery', 'Thriller']",1,1,38,Generally Unfavorable,4,18,9,41,9,41,Generally Unfavorable,3.6,33,18,54,30,96,52
No Escape,"Weinstein Company, The","Aug 26, 2015",1 h 43 m,"['Action', 'Thriller']",2,3,38,Generally Unfavorable,7,21,15,45,11,33,Generally Favorable,6.4,95,54,58,33,22,13
Gigantic,First Independent Pictures,"Apr 3, 2009",1 h 38 m,"['Comedy', 'Drama', 'Romance']",1,2,38,Generally Unfavorable,4,31,4,31,5,38,Mixed or Average,5.4,5,36,5,36,4,29
Confessions of a Shopaholic,Walt Disney Studios Motion Pictures,"Feb 6, 2009",1 h 44 m,"['Comedy', 'Romance']",1,4,38,Generally Unfavorable,5,17,9,30,16,53,Generally Favorable,6.1,16,36,21,47,8,18
The November Man,Relativity Media,"Aug 27, 2014",1 h 48 m,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",0,0,38,Generally Unfavorable,3,9,19,59,10,31,Mixed or Average,5.6,33,33,50,50,17,17
Flight Risk,Lionsgate,"Jan 24, 2025",1 h 31 m,"['Action', 'Crime', 'Drama', 'Thriller']",0,0,38,Generally Unfavorable,5,18,10,36,13,46,Mixed or Average,4.6,22,24,37,41,32,35
Goats,Image Entertainment,"Aug 10, 2012",1 h 34 m,"['Comedy', 'Drama']",0,0,38,Generally Unfavorable,0,0,11,85,2,15,Universal Acclaim,8.1,5,63,3,38,0,0
Lay the Favorite,RADiUS-TWC,"Dec 7, 2012",1 h 34 m,"['Comedy', 'Drama', 'Romance']",0,1,38,Generally Unfavorable,3,18,9,53,5,29,Mixed or Average,4.7,4,22,8,44,6,33
Ghosts of War,Vertical Entertainment,"Jul 17, 2020",1 h 34 m,"['Fantasy', 'Horror', 'Thriller', 'War']",0,0,38,Generally Unfavorable,1,13,5,63,2,25,Mixed or Average,4.8,5,25,10,50,5,25
The Rite,New Line Cinema,"Jan 28, 2011",1 h 59 m,"['Drama', 'Horror', 'Mystery', 'Thriller']",1,3,38,Generally Unfavorable,7,21,14,42,12,36,Mixed or Average,5.5,44,32,71,51,24,17
Paparazzi,Twentieth Century Fox Film Corporation,"Sep 3, 2004",1 h 24 m,"['Action', 'Crime', 'Drama', 'Thriller']",0,0,38,Generally Unfavorable,0,0,13,72,5,28,Mixed or Average,5.3,2,22,4,44,3,33
Nutty Professor II: The Klumps,Universal Pictures,"Jul 28, 2000",1 h 46 m,"['Comedy', 'Romance', 'Sci-Fi']",2,9,38,Generally Unfavorable,8,24,12,35,14,41,Mixed or Average,5.4,15,33,17,38,13,29
The Other Side of Heaven,Walt Disney Home Video,"Apr 12, 2002",1 h 53 m,"['Adventure', 'Biography', 'Drama']",1,1,38,Generally Unfavorable,2,13,11,69,3,19,Generally Favorable,7.5,2,50,2,50,0,0
Raising Helen,Buena Vista Pictures,"May 26, 2004",1 h 59 m,"['Comedy', 'Drama', 'Romance']",0,1,38,Generally Unfavorable,4,12,20,59,10,29,Generally Favorable,6.2,9,41,10,45,3,14
Laws of Attraction,New Line Cinema,"Apr 30, 2004",1 h 30 m,"['Comedy', 'Romance']",0,2,38,Generally Unfavorable,5,14,21,58,10,28,Mixed or Average,5.6,11,44,10,40,4,16
The Seeker: The Dark Is Rising,Fox-Walden,"Oct 5, 2007",1 h 39 m,"['Adventure', 'Drama', 'Family', 'Fantasy', 'Thriller']",0,0,38,Generally Unfavorable,4,19,11,52,6,29,Mixed or Average,4.9,6,32,6,32,7,37
Seeking Justice,Anchor Bay Films,"Mar 16, 2012",1 h 45 m,"['Action', 'Drama', 'Mystery', 'Thriller']",0,1,38,Generally Unfavorable,2,10,14,67,5,24,Mixed or Average,6.0,20,41,23,47,6,12
Chaos Walking,Lionsgate,"Mar 5, 2021",1 h 49 m,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi', 'Western']",2,2,38,Generally Unfavorable,7,22,16,50,9,28,Mixed or Average,5.4,58,40,45,31,43,29
Bad Santa 2,Broad Green Pictures,"Nov 23, 2016",1 h 32 m,"['Comedy', 'Crime', 'Drama', 'Mystery']",1,3,38,Generally Unfavorable,5,14,20,56,11,31,Mixed or Average,5.4,26,39,24,36,17,25
The Collection,LD Entertainment,"Nov 30, 2012",1 h 22 m,"['Horror', 'Thriller']",0,0,38,Generally Unfavorable,3,19,9,56,4,25,Generally Favorable,6.5,47,56,23,27,14,17
12 Rounds,Fox Atomic,"Mar 27, 2009",1 h 48 m,"['Action', 'Crime', 'Thriller']",0,0,38,Generally Unfavorable,1,8,5,38,7,54,Mixed or Average,5.2,14,22,34,54,15,24
DOA: Dead or Alive,Dimension Films,"Jun 15, 2007",1 h 27 m,"['Action', 'Adventure', 'Mystery']",0,1,38,Generally Unfavorable,2,25,2,25,4,50,Mixed or Average,4.9,23,32,22,31,26,37
What the #$*! Do We (K)now!?,Samuel Goldwyn Films,"Jun 18, 2004",1 h 49 m,"['Documentary', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",2,2,38,Generally Unfavorable,6,23,11,42,9,35,Generally Unfavorable,2.5,2,33,0,0,4,67
The Ward,ARC Entertainment (II),"Jul 8, 2011",1 h 28 m,"['Horror', 'Mystery', 'Thriller']",0,0,38,Generally Unfavorable,5,28,6,33,7,39,Generally Favorable,6.1,25,38,28,42,13,20
Think Like a Man Too,Screen Gems,"Jun 20, 2014",1 h 46 m,"['Comedy', 'Romance']",2,6,38,Generally Unfavorable,4,13,13,43,13,43,Mixed or Average,4.6,14,33,10,24,18,43
August Rush,Warner Bros. Pictures,"Nov 21, 2007",1 h 54 m,"['Drama', 'Music']",3,7,38,Generally Unfavorable,4,15,10,37,13,48,Generally Favorable,6.8,52,62,21,25,11,13
A Case of You,IFC Films,"Nov 6, 2013",1 h 29 m,"['Comedy', 'Romance']",0,0,38,Generally Unfavorable,1,11,4,44,4,44,Mixed or Average,5.3,6,38,6,38,4,25
Vacation Friends 2,Hulu,"Aug 25, 2023",1 h 46 m,"['Action', 'Adventure', 'Comedy', 'Crime']",0,0,38,Generally Unfavorable,0,0,6,67,3,33,Mixed or Average,4.4,2,14,7,50,5,36
Kinda Pregnant,Netflix,"Feb 5, 2025",1 h 37 m,"['Comedy', 'Drama']",1,1,38,Generally Unfavorable,2,13,7,44,7,44,Overwhelming Dislike,1.9,5,10,5,10,38,79
One Night with the King,8x Entertainment,"Oct 13, 2006",2 h 3 m,"['Biography', 'Drama', 'History']",2,2,38,Generally Unfavorable,2,25,4,50,2,25,Generally Favorable,6.4,9,53,5,29,3,18
One Night with the King,8x Entertainment,"Oct 13, 2006",2 h 3 m,"['Biography', 'Drama', 'History']",2,2,38,Generally Unfavorable,2,25,4,50,2,25,Generally Favorable,6.4,9,53,5,29,3,18
Free Birds,Relativity Media,"Nov 1, 2013",1 h 31 m,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'History', 'Sci-Fi']",0,2,38,Generally Unfavorable,5,19,10,37,12,44,Mixed or Average,4.5,30,26,47,40,40,34
Girl Most Likely,Lionsgate,"Jul 19, 2013",1 h 43 m,['Comedy'],0,0,38,Generally Unfavorable,3,9,18,55,12,36,Mixed or Average,5.8,9,36,12,48,4,16
A Rainy Day in New York,MPI Media Group,"Oct 9, 2020",1 h 32 m,"['Comedy', 'Romance']",3,3,38,Generally Unfavorable,2,11,10,56,6,33,Generally Favorable,7.5,67,71,16,17,11,12
The Moth Diaries,IFC Films,"Apr 20, 2012",1 h 22 m,"['Drama', 'Fantasy', 'Horror', 'Mystery']",0,1,38,Generally Unfavorable,3,23,5,38,5,38,Generally Favorable,6.3,3,43,2,29,2,29
The Golden Glove,Strand Releasing,"Sep 27, 2019",1 h 55 m,"['Crime', 'Drama', 'Horror', 'Thriller']",3,7,38,Generally Unfavorable,3,20,5,33,7,47,Generally Favorable,6.9,18,67,4,15,5,19
The Devil's Violinist,Freestyle Releasing,"Jan 30, 2015",2 h 2 m,"['Biography', 'Drama', 'Musical']",0,2,38,Generally Unfavorable,1,14,3,43,3,43,Mixed or Average,4.6,3,33,0,0,6,67
2 Fast 2 Furious,Universal Pictures,"Jun 6, 2003",1 h 47 m,"['Action', 'Crime', 'Thriller']",3,10,38,Generally Unfavorable,7,19,15,42,14,39,Mixed or Average,5.9,178,41,179,42,74,17
I Don't Know How She Does It,"Weinstein Company, The","Sep 16, 2011",1 h 35 m,"['Comedy', 'Family', 'Romance']",2,3,38,Generally Unfavorable,3,10,17,55,11,35,Generally Unfavorable,3.3,3,9,16,46,16,46
And So It Goes,Clarius Entertainment,"Jul 25, 2014",1 h 34 m,"['Comedy', 'Drama', 'Romance']",0,1,38,Generally Unfavorable,5,16,14,45,12,39,Generally Favorable,6.1,6,30,14,70,0,0
V/H/S: Viral,Magnet Releasing,"Nov 21, 2014",1 h 22 m,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",0,0,38,Generally Unfavorable,3,25,5,42,4,33,Generally Unfavorable,3.0,2,5,14,33,26,62
America: The Motion Picture,Netflix,"Jun 30, 2021",1 h 38 m,"['Animation', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'History', 'Sci-Fi', 'War']",0,0,38,Generally Unfavorable,4,22,9,50,5,28,Mixed or Average,5.3,10,38,6,23,10,38
Ode to Joy,IFC Films,"Aug 9, 2019",1 h 37 m,"['Comedy', 'Romance']",2,2,38,Generally Unfavorable,1,14,4,57,2,29,Generally Favorable,7.0,4,57,3,43,0,0
Rugrats Go Wild,Paramount Pictures,"Jun 13, 2003",1 h 20 m,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']",0,2,38,Generally Unfavorable,6,22,11,41,10,37,Generally Favorable,6.2,14,47,12,40,4,13
The Medallion,TriStar Pictures,"Aug 22, 2003",1 h 28 m,"['Action', 'Comedy', 'Fantasy']",0,2,38,Generally Unfavorable,4,13,14,47,12,40,Mixed or Average,5.1,10,29,15,44,9,26
Death to Smoochy,Warner Bros. Pictures,"Mar 29, 2002",1 h 49 m,"['Comedy', 'Crime', 'Drama', 'Thriller']",0,2,38,Generally Unfavorable,6,20,11,37,13,43,Generally Favorable,6.8,23,68,4,12,7,21
Don't Say a Word,Twentieth Century Fox Film Corporation,"Sep 28, 2001",1 h 53 m,"['Drama', 'Mystery', 'Thriller']",0,1,38,Generally Unfavorable,9,28,9,28,14,44,Mixed or Average,5.9,8,30,15,56,4,15
The Pink Panther,Sony Pictures Releasing,"Feb 10, 2006",1 h 33 m,"['Adventure', 'Comedy', 'Crime', 'Mystery']",1,7,38,Generally Unfavorable,6,17,15,43,14,40,Mixed or Average,5.8,40,44,31,34,19,21
"Yours, Mine and Ours",Metro-Goldwyn-Mayer (MGM),"Nov 23, 2005",1 h 30 m,"['Comedy', 'Family', 'Romance']",2,7,38,Generally Unfavorable,1,4,12,48,12,48,Mixed or Average,5.3,11,34,11,34,10,31
Brake,IFC Films,"Mar 23, 2012",1 h 32 m,"['Action', 'Thriller']",0,0,38,Generally Unfavorable,2,18,5,45,4,36,Mixed or Average,4.9,4,25,7,44,5,31
The Curse of Bridge Hollow,Netflix,"Oct 14, 2022",1 h 29 m,"['Adventure', 'Comedy', 'Family', 'Horror']",0,0,38,Generally Unfavorable,0,0,6,60,4,40,Mixed or Average,5.2,5,29,8,47,4,24
Third Person,Sony Pictures Classics,"Jun 20, 2014",2 h 17 m,"['Drama', 'Romance']",1,2,38,Generally Unfavorable,6,18,15,45,12,36,Mixed or Average,5.0,14,30,21,45,12,26
"Men, Women & Children",Paramount Pictures,"Oct 1, 2014",1 h 59 m,"['Comedy', 'Drama']",0,0,38,Generally Unfavorable,5,14,19,53,12,33,Generally Favorable,6.3,45,56,21,26,14,18
Role Play,Amazon Prime Video,"Jan 12, 2024",1 h 40 m,"['Action', 'Comedy', 'Romance']",0,0,38,Generally Unfavorable,0,0,8,73,3,27,Mixed or Average,4.5,6,18,16,48,11,33
Crossing Over,"Weinstein Company, The","Feb 27, 2009",1 h 53 m,"['Crime', 'Drama']",1,1,38,Generally Unfavorable,6,19,15,48,10,32,Mixed or Average,5.4,6,33,9,50,3,17
Ben-Hur,Paramount Pictures,"Aug 19, 2016",2 h 5 m,"['Action', 'Adventure', 'Drama', 'Romance']",2,4,38,Generally Unfavorable,3,9,21,62,10,29,Mixed or Average,4.8,51,33,55,35,49,32
Midnight Sun,Open Road Films (II),"Mar 23, 2018",1 h 31 m,"['Drama', 'Romance']",0,6,38,Generally Unfavorable,2,14,7,50,5,36,Mixed or Average,5.7,18,51,4,11,13,37
Jurassic World Dominion,Universal Pictures,"Jun 10, 2022",2 h 27 m,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1,9,38,Generally Unfavorable,9,15,28,47,23,38,Mixed or Average,4.8,173,33,147,28,200,38
Dad's Army,,"Feb 5, 2016",1 h 40 m,"['Comedy', 'War']",0,0,38,Generally Unfavorable,0,0,7,100,0,0,Mixed or Average,5.8,12,50,6,25,6,25
Tulip Fever,"Weinstein Company, The","Sep 1, 2017",1 h 45 m,"['Drama', 'History', 'Romance']",0,1,38,Generally Unfavorable,4,19,9,43,8,38,Mixed or Average,4.5,11,26,17,40,14,33
Murder Mystery,Netflix,"Jun 14, 2019",1 h 37 m,"['Crime', 'Mystery', 'Romance']",1,7,38,Generally Unfavorable,2,11,9,47,8,42,Mixed or Average,5.4,53,33,72,45,34,21
Hillbilly Elegy,Netflix,"Nov 11, 2020",1 h 56 m,"['Biography', 'Drama']",0,6,38,Generally Unfavorable,6,14,22,50,16,36,Generally Favorable,7.3,174,69,38,15,41,16
The Trouble with Bliss,Variance Films,"Mar 23, 2012",1 h 37 m,"['Comedy', 'Drama']",1,1,38,Generally Unfavorable,1,8,6,50,5,42,Generally Unfavorable,3.4,1,11,4,44,4,44
Blade: Trinity,New Line Cinema,"Dec 8, 2004",1 h 53 m,"['Action', 'Horror', 'Sci-Fi']",0,1,38,Generally Unfavorable,2,7,16,53,12,40,Mixed or Average,4.7,36,19,98,51,58,30
Kids in America,Launchpad Releasing LLC,"Oct 21, 2005",1 h 31 m,['Comedy'],0,0,38,Generally Unfavorable,1,8,7,58,4,33,Generally Favorable,7.5,4,67,1,17,1,17
I Am,Paladin (II),"Mar 11, 2011",1 h 16 m,['Documentary'],2,2,38,Generally Unfavorable,3,17,10,56,5,28,Mixed or Average,4.9,2,25,3,38,3,38
The Return,Rogue Pictures,"Nov 10, 2006",1 h 25 m,"['Horror', 'Mystery', 'Thriller']",0,0,38,Generally Unfavorable,1,6,9,56,6,38,Mixed or Average,5.4,5,36,4,29,5,36
Extraterrestrial,IFC Films,"Nov 21, 2014",1 h 41 m,"['Action', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",1,3,38,Generally Unfavorable,1,8,7,58,4,33,Mixed or Average,4.7,4,16,13,52,8,32
Cell,Saban Films,"Jul 8, 2016",1 h 38 m,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']",0,0,38,Generally Unfavorable,1,7,8,53,6,40,Generally Unfavorable,3.6,11,16,23,34,33,49
The Abandoned,IFC Films,"Jan 8, 2016",1 h 26 m,"['Horror', 'Mystery', 'Thriller']",0,3,38,Generally Unfavorable,3,30,2,20,5,50,Generally Favorable,7.3,18,69,4,15,4,15
The Specials,Fluid Entertainment,"Sep 22, 2000",1 h 22 m,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",0,0,38,Generally Unfavorable,2,25,3,38,3,38,Mixed or Average,5.3,1,25,2,50,1,25
Little Nicky,New Line Cinema,"Nov 10, 2000",1 h 30 m,"['Comedy', 'Fantasy']",1,13,38,Generally Unfavorable,7,24,11,38,11,38,Mixed or Average,5.5,35,39,30,34,24,27
Final Destination 2,New Line Cinema,"Jan 31, 2003",1 h 30 m,"['Horror', 'Thriller']",0,3,38,Generally Unfavorable,5,20,8,32,12,48,Generally Favorable,6.2,104,43,114,47,24,10
Gothika,Warner Home Video,"Nov 21, 2003",1 h 38 m,"['Horror', 'Mystery', 'Thriller']",2,5,38,Generally Unfavorable,3,8,23,64,10,28,Generally Favorable,6.1,27,34,47,59,6,8
The Adventures of Sharkboy and Lavagirl 3-D,Dimension Films,"Jun 10, 2005",1 h 33 m,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",0,10,38,Generally Unfavorable,4,13,13,42,14,45,Mixed or Average,4.2,25,24,32,30,49,46
The Estate,,"Nov 4, 2022",1 h 36 m,['Comedy'],0,0,37,Generally Unfavorable,1,10,4,40,5,50,Mixed or Average,4.7,1,17,3,50,2,33
Adore,Exclusive Releasing,"Sep 6, 2013",1 h 40 m,"['Drama', 'Romance']",1,5,37,Generally Unfavorable,4,17,9,38,11,46,Mixed or Average,5.7,20,44,10,22,15,33
Psychopaths,Samuel Goldwyn Films,"Dec 1, 2017",1 h 25 m,"['Drama', 'Horror']",0,0,37,Generally Unfavorable,1,14,3,43,3,43,Mixed or Average,4.0,0,0,3,75,1,25
